"job_title","company","location","job_summary"
"Solar Consultant","Apex Solar","Freehold, NJ","JOB DESCRIPTIONAttention all Outside Sales Reps and Lead Generators! We have the best compensation plan in the industry.Become part of the Solar industry with Apex Solar, a company that gives the best value to its customers. We are a full service solar company that provides renewable solar energy in both residential and commercial sectors. We have the best programs in the industry.We have a tree service divisionWe have a roofing divisionOur prices are the lowest in the solar industryWe pay full commissions within 2 weeks of signed agreement of any solar deal. We pay .25 cents a watt on all jobs,YES! Average payout per sale is $1100.00 - $2500.00We are expanding our territory in Central, Northern and Southern New Jersey limited positions available.Bachelor's Degree desired but not necessary.1 yr sales experience a must.Preferably specialized in Marketing/Business Development or equivalent.Must be computer literate and able to navigate the web.Organizational skills a plus, organizing sales pipeline.Relationship Building a must..Listening to customer requirements and presenting appropriately to make a sale.Maintaining and developing relationships with existing customers in person and via telephone calls and emails.Cold calling to arrange meetings with potential customers.Road warriorSimple unique sales process zero selling technique relationship and value driven sales.Training classes provided prior to start date.NJ Drivers license required.Free trainingMain responsibility will be driving D2D residential sales consultations.We will welcome you into an organization full of experience and ambition while providing you with exciting challenges and growth opportunities.Compensation: 60k - 110k depending on sales experience.Email Resumes: chris.ibe at apexsolarnj.comJob Type: Full-timeSalary: $70,000.00 to $100,000.00 /yearRequired education:High school or equivalentRequired experience:sales: 1 yearRequired license or certification:Driver's License"
"Consultant | Microsoft Dynamics NAV","Stoneridge Software","Minneapolis-Saint Paul, MN","Stoneridge Software seeks a sharp, personable and highly motivated individual to join our growing Microsoft Dynamics NAV Enterprise Resource Planning (ERP) implementation team as a Functional Consultant.Our consultants work directly with our clients as business analysts and technical experts. Their purpose is to determine system requirements that will meet clients business objectives. This process includes identifying gaps between existing functionality and those requirements, working closely with our internal project team to develop customizations to fill those gaps, training, and ultimately deploying Dynamics NAV.Responsibilities: Ensure client satisfaction at all timesFacilitate the successful implementation of Dynamics NAV using Stoneridge best practicesWork with clients to understand their business requirements and conduct gap analysisConvert client requirements to functional specs and design documentsDesign, configure and test core Dynamics NAV modulesProvide post-implementation support as neededCommunicate effectively in all mediums and to all levels within the organizationPractice the Stoneridge Software implementation methodologySet aside time for self-development by attending training or self-learning on key subjectsRequirements/Qualifications: Bachelors degree in Business, Accounting, Information Technology or related field2+ years ERP experience, preferably Microsoft Dynamics or related product experience2+ years consulting experience in business-to-business environmentStrong technical aptitudeAbility to work directly with clients, individually or with a teamAbility to concurrently manage multiple projectsAbility to communicate effectively in both spoken and written EnglishAbility to travel to customer sites as requiredAbility to work collaboratively for the best interests of the business and the teamStoneridge Software provides our employees with the following benefits: Health InsuranceHealth Savings Account ContributionMedical and Dependent Care Flexible Savings AccountsDental InsuranceVision Insurance401(k) MatchLong-Term DisabilityLife InsurancePersonal Mobile Phone AllowanceHome Internet AllowancePTO and Company Paid HolidaysFlexible Work EnvironmentStoneridge Software is an Equal Opportunity Employer. Employment decisions are based on business needs, job requirements, and individual qualifications.Job Type: Full-timeJob Location:Minneapolis-Saint Paul, MNRequired education:Bachelor'sRequired experience:ERP: 2 years"
"Entry Level Financial Consultant","AXA Advisors, LLC  Bergen County, NJ","Saddle Brook, NJ","Company OverviewJoin AXA Advisors, LLC As an affiliate of AXA Equitable Life Insurance Company (NY,NY) and a member of the AXA Group*, one of the world's most admired financial services organizations with 92 billion Euros in revenue as of December 31, 2014, AXA Advisors is positioned to offer highly motivated, achievement-driven individuals an opportunity to grow a thriving practice.Job DescriptionAnalyzing financial information obtained from clients to determine strategies for helping clients meet their financial objectives.Answering clients' questions about the purposes and details of financial products, services and strategies.Building and maintaining client bases, keeping current client strategies up-to-date and acquiring new clients on an ongoing basis.Contacting clients periodically to determine if there have been changes in their financial status.Explaining and documenting for clients the types of services that are to be provided and the responsibilities to be taken by the personal financial professional.Guiding clients in the gathering of information such as bank account records, income tax returns, life and disability insurance records, pension plan information, and trust documents.Implementing financial planning** recommendations, or refer clients to other professionals who can assist them with plan implementation.Interviewing clients to determine their current income, expenses, insurance coverage, tax status, financial objectives, risk tolerance, and other information needed to develop a suitable financial strategy.Individuals who excel at AXA Advisors come from many different professional backgrounds including:LawBrokerageBankingManagementAccountingJob RequirementsStrong business background and personal history of successIntegrity, a dedicated work ethic and the desire to help othersStrong interpersonal and communication skillsFINRA Series 7 & 63 registrations are preferredAdvanced degrees or designations such as MBA, JD, CFP, CPA or ChFC are advantageous.Must be a US Citizen or permanent residentGE- 105091 (6/15) (Exp 6/17)AXA Advisors, LLC (NY, NY 212-314-4600), member FINRA, SIPC is an Equal Opportunity Employer M/F/D/V.* AXA Group refers to AXA, a French holding company for a group of international insurance and financial services companies, together with its direct and indirect consolidated subsidiaries.**Fee based and Non-fee Based Financial Planning is offered by Financial Professionals who are Investment Advisor Representatives.Job Type: Full-timeJob Location:Saddle Brook, NJRequired education:Bachelor'sRequired experience:Finance: 1 yearRequired licenses or certifications:Series 66Series 7 LicenseLife and Health Insurance"
"Project Manager - Land Development","AHV Communities","Irvine, CA 92612","Job Summary: The Project Manager will primarily be responsible for evaluating the feasibility of new acquisitions, coordination with third-party development and construction consultants and management of budgets and schedules in order to deliver projects on time and within budget.Duties & Responsibilities: Land Acquisition/FeasibilityProvide feasibility support for new land acquisitions, including assistance with the coordination of third-party studies, preparation of development budgets and timelines, and review of property documents.Create/manage feasibility checklist for closing.Work with engineers and third party consultants in obtaining entitlement approvals, such as approval of zoning, preliminary plats, construction plans and final plats.Work with the investment and accounting teams in the underwriting, budgeting and preparation of investment presentations.Review, analyze, and summarize all project risks, i.e.; environmental, political, entitlement, engineering, and/or development related items and prepare memos to summarize such informationLand Development/EntitlementsWork with third party consultants, management and accounting teams on all development-related contract administration, including bidding, contracting, construction oversight, processing invoices and project close-out activities.Manage and meet on a regular basis with all active consultants working on the active projects, including but not limited to third party consultants, civil and geotechnical engineers, surveyors, site contractors, etc.Management of construction budgets. Monitor overall project construction budget, schedule and quality control and prepare monthly reports for investors.Obtain all required development permits from applicable jurisdictions and provide assistance with the issuance of building permits, as needed.Interface with and manage issues relating to city/county Planning, Public works, Engineering and Building departments; ensure adherence to all Conditions of Approval.Manage additional tasks and/or projects as needed, including some administrative processes in the office related to planning and development, including invoice processing and contract management.Review and approve land development and consultant invoices and change orders.ConstructionWork with EVP in the management, sequencing and scheduling of General Contractors.Establish and maintain a starts schedule in conjunction with Asset Management teams.Prepare reports for investors.*All other duties as assigned.Education and Experience: Minimum of undergraduate college degree, preferably in a major related to construction management or engineering or other technical area of study.Minimum 5 years of related experience, including emphasis on land development construction.Background in homebuilding, multifamily or commercial real estate related experience.Advanced PC skills, including use of Excel, Word, and project scheduling.Experience with development-related agreements and related matters, including agency, reimbursement, land purchase, consulting and construction agreements, and entitlement documents.Strong financial and budgeting background.Ability to read, understand and implement civil construction plans.Ability to multi-task and meet multiple simultaneous deadlines.Excellent analytical and writing capabilities.Strong communication and interpersonal skills.Work Conditions and Physical Requirements: Strong work ethic, team player and deliver with a sense of urgency.Must work 8-hour days (during core business hours) with flexibility for longer hours as needed.Must conduct business in a professional and ethical manner.Travel as required (minimum 1/month).Valid unrestricted drivers license, auto insurance and reliable transportation.Job Type: Full-timeRequired education:Bachelor'sRequired experience:Project Management: 5 years"
"Sales Consultant","Executive Technologies","Polk County, IA","We are currently seeking a Sales Consultant in Central Iowa, Western Iowa, and in the Southern Minnesota areas.Executive Technologies, Inc. is one of the Upper Midwests premier solutions providers. We deliver IT services, document and printing management, VoIP telephone solutions, monitoring systems, and web development solutions. We have the unique ability to manage all of a companys office technology. Our commitment to our customers has driven record growth including recently being recognized as an ENX Magazine Elite Dealer.At ETI we foster a positive and aggressive culture, while being very focused on our team members needs and goals. We maintain a strong vision of expansion and are driven to high achievement. Simply, at ETI we value the talent of our staff and are committed to meeting their needs.Sales Consultant Responsibilities: Sales of Managed Print Services, Telephony, Camera/Monitoring, and IT Services.Account Management, including thorough needs analysis and providing enterprise wide solutions.Prospecting. You will maintain a consistent new business generation program.Quota attainment in sales revenue per month.Prepare value-based, detailed proposals and contracts.Maintain CRM and weekly reports.Evaluate, review, and monitor current clients business activities.Accurately forecast quarterly, monthly, and weekly revenue streams.Develop solid business relationships with new and existing customers.Required Skills and Experience For A Sales Consultant: College-level education and or work experience with a solid understanding of basic software applications.A verifiable history of job stability and success.A confident and positive attitude.Excellent interpersonal communication and organizational skills.Have a proven track record and a strong ability to evaluate customers needs and sell technology.Strong business acumen managing to performance.Experience in accurately forecasting sales.A proven track record of having excellent internal and external customer relationships.Sales Consultant Compensation and Benefits: The industrys most aggressive incentive commission and bonus plan.Base salary + commission and bonus opportunities.Total Expected Compensation $55,000-$80,000+A generous expense allowance.All Employees Have an Incentive Bonus Program up to 10% of Their SalaryEmployee Mileage/Expenses ReimbursementCareer Growth and Promotion OpportunitiesPaid Training and DevelopmentPaid Personal Time OffPaid HolidaysPaid Health Insurance ReimbursementVoluntary Dental InsurancePaid AD&D InsurancePaid Long-term Disability InsurancePaid Employee Life Insurance of 1x SalaryEmployee/Spouse Voluntary Life Insurance up to $100,000.00Employee Referral Program up to $1,000.00Employee Sales Lead BonusesDependent Education and Military Grants of $1,000.00 Per DependentAnnual All-Expense Paid Incentive TripAnnual Company Pool PartyAnnual Company DinnerQuarterly Fun DaysJob Type: Full-timeSalary: $55,000.00 to $80,000.00 /yearRequired experience:Sales: 1 year"
"Staff Environmental Compliance/Due Diligence Consultant (Chicago)","Environmental Resources Management (ERM)","Chicago, IL","ERM is seeking a junior-level Staff Environmental Compliance/Due Diligence Consultant to work within our Environmental Performance Assurance and Due Diligence practices in the Chicago, IL area. In this role, you will provide technical assistance on due diligence transaction projects, and participate on regulatory compliance related projects such as compliance and management system audits.RESPONSIBILITIES: Perform environmental due diligence projects for industrial and commercial transactions, including Phase I Environmental Site Assessments consistent with ASTM standards.Provide consulting advice to industry and legal clients.Prepare concise reports that assess potential environmental liability risks, and compliance and operational status at manufacturing facilities.Perform environmental compliance assessments at industrial and commercial facilities, and implement follow-up corrective actions to ensure compliance with federal, state, and local regulations.Provide general environmental compliance support to clients, including on site as needed.Perform multiple projects within scope/budget/schedule expectations and ensure quality standards on project deliverables.Support ERM Partners-in-Charge and Project Managers to effectively manage projects.Communicate with clients, ERM employees, and vendors.REQUIREMENTS: Bachelors degree in engineering, environmental science, business administration, or related discipline.Two to four years of experience in environmental consulting, working on environmental due diligence projects and environmental compliance projects.Solid knowledge of ASTM Phase I standards, understanding of core business and legal concepts of business transactions, and continued interest in working on transactions.Excellent communication, interpersonal and organizational skills; experience writing comprehensive technical reports.Ability to multi-task, maintain flexibility, travel, and work independently with minimal supervision.Local candidates preferred.TO APPLY: Please click on the following link: http://chp.tbe.taleo.net/chp04/ats/careers/requisition.jsp?org=ERMGINC&cws=1&rid=10654Please submit your resume and brief cover letter below. Qualified candidates will be contacted by email, and requested to complete a pre-interview questionnaire. Based on review of these responses, shortlisted candidates will be invited for interviews. Thank you for your interest in ERM!ABOUT ERM: Environmental Resources Management (ERM) is a leading global provider of environmental, health, safety, risk, social consulting services and sustainability related services. We have more than 160 offices in over 40 countries and territories employing more than 4,500 people who work on projects around the world. ERM is committed to providing a service that is consistent, professional and of the highest quality to create value for our clients. We have worked with many of the Global Fortune 500 companies delivering innovative solutions for business and selected government clients helping them understand and manage the sustainability challenges that the world is increasingly facing.For over 40 years we have been working with clients around the world and in diverse industry sectors to help them to understand and manage their environmental, health, safety, risk and social impacts. The key sectors we serve include Oil & Gas, Mining, Power, and Manufacturing, Chemical and Pharmaceutical. All face critical sustainability challenges and our clients in these and many other areas rely on our ability to assist them operate more sustainably which has a positive impact on our planet.Our people are outstanding, our workplace is energized! And we continuously strive to be the preferred place for environmental and other professionals to build meaningful and rewarding careers.ERM is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, religion, color, national origin, sex, age, status as a protected veteran, or status as a qualified individual with disability.EEO Employer/Vet/DisabledERM does not accept recruiting agency resumes. Please do not forward resumes to our jobs alias, ERM employees or any other company location. ERM is not responsible for any fees related to unsolicited resumes.Job Type: Full-timeRequired education:Bachelor'sRequired experience:Environmental Consulting, Due Diligence: 2 years"
"Data Consultant (Multiple Openings)","Deacom, Inc.","Chesterbrook, PA","Job HighlightsExtract, transform, and load data to prepare for integration with one of the most technologically advanced, all-inclusive ERP platforms.Collaborate with Deacoms manufacturing customers during the data validation phase to ensure accuracy and drive operational efficiency.Gain experience with Deacoms unique Data Conversion tool to create profiles for loading data.Partner with internal teams to maintain Deacoms ridiculously high implementation success rate through the timely completion of data conversion.Enrich your passion for data by working with customers overcome business challenges.The SkillsA degree in whatever.Understanding of relational databases.Experience with expression languages (e.g. Excel formulas, SQL queries, Crystal report expressions or scripting languages).Detail oriented and organized.Bonus PointsExperience in IT or server admin processes.Data analyst experience.ERP, manufacturing or accounting experience.Experience working directly with customers.This job is not a remote position and is located in Chesterbrook, PA. Relocation assistance is not available but anyone is welcome to apply. Deacom, Inc. does not sponsor employment visas. Recruiters, please do not respond to this posting. Deacom Inc. is an Equal Opportunity Employer.Company Description: Deacom is not your typical software company. With a mission to debunk the traditional methods of ERP software development, we have created a solution that makes the big players in enterprise software curse our name. Our single-system platform provides an alternative for everyone who has lived the nightmare of failed implementations, broken promises, and clunky software.Fellow adventure seekers: Embrace your desire to be different and join us in our quest for simplicity. Because as crazy as it might sound, we have a deep and abiding passion for taking the complexity our clients face every day when running their business and breaking it down to the simplest possible solution.To learn more about the DEACOM software please visit us at www.deacom.com.No Smoking PolicyDeacom has a strict NO SMOKING policy. Employees may not smoke at any time during the standard workday. This means that smoking during the workday, including lunch breaks, is prohibited.Job Type: Full-timeJob Location:Chesterbrook, PARequired education:Bachelor'sRequired experience:Relational Databases: 3 years"
"Independent Consultant","ManagingProjects.org","New York, NY 10022","Managing Projects.org is an American-based E-commerce Company operating on a global platform. Being in the top 1% of GoDaddys international client base, Managing Projects allows for small to medium size businesses to create an impact on the internet utilizing our highly sought after gTLDs, generic top level domains.From third world microfinance entrepreneurs to city doctors, Managing Projects designs, creates, builds, and manages websites ranging from information based to ecommerce platforms utilizing SEO techniques. Leasing top tier domains also provides our larger, corporate clients with a more strategic, powerful impact in local, domestic, and international markets.With clients from previous companies ranging from the US Army Special Ops to a few Royal families, given our exceptional training, Managing projects.org believes that we are able to train people according to our clients needs if they meet certain criteria.We are currently looking for responsible, honest, persistent independent contractors, who maintain the creative ability to take initiative in designing client specific solutions for our valued partners.In addition, my favorite part of our company, and my passion is helping our cherished clients with determining and finding an ideal match with a local, community based organization facilitating a long term growth mindset for both by giving a minimum of 10% revenue towards a sustainable program in accordance with each respective clients mission.Job Type: CommissionSalary: $35,000.00 to $75,000.00 /year"
"Financial Advisor","AXA Advisors New York","Manhattan, NY","AXA Advisors is a leader in helping individuals and businesses address their financial goals through financial strategies, investment services and risk management. We have more than 50 branches across the country employing approximately 5,000 financial professionals. AXA Advisors is an equal opportunity employer committed to a workplace that is diverse, inclusive and merit-based.Were looking for highly motivated, achievement-driven individuals who want the opportunity to establish and grow a financial services practice with the support and strength of one of the nations leading financial services firms.As an AXA Advisors financial professional, youll be part of a recognized, respected company that offers: High earnings potential and comprehensive benefitsTraining, support and hands-on managementAdvancement/management opportunitiesOur work environment is fast-paced, energetic and enthusiastic. If you have an entrepreneurial mindset and are not looking for just a job, then this is the place for you.Job Description: Analyze financial information obtained from clients to determine strategies, products and services to help clients meet their financial objectives.Provide information/education to clients about the purpose and details of financial products, services and strategies.Build and maintain client base, keep client plans up-to-date and acquire new clients on an ongoing basis.Contact clients periodically to determine if there have been changes in their financial status.Provide knowledgeable, objective financial guidance and customized finance strategies to consumer segments that demand high quality serviceYou dont need to have a finance or economics degree to be a successful financial professional. At AXA Advisors, training is a process not an event, whereby our financial professionals, at every level of experience, build their business. You will participate in national and local development programs and joint work opportunities that provide comprehensive knowledge and skill training. We encourage and support the pursuit of professional designations that are recognized and respected by clients and others in the industry, including CFP, Chartered Financial Consultant and Chartered Life Underwriter.Requirements: Results-driven, highly motivated, self-starter who possesses integrity, a strong work ethic and the desire to help others plan for and protect their financial futures.Team player who possesses excellent interpersonal skills and communication abilities, with a high degree of self-confidence.Ability to draw upon past/present experiences and acquaintances to develop markets and build upon them to sustain long-term relationships.Must be authorized to work in the United States.A four-year college degree is preferred and relevant professional FINRA securities registrations are a plus. If you do not have the following, you will be required to attain them, under the sponsorship(1) of AXA Advisors: state life and health licenses, FINRA Series 7 and 66 registrations.MBA, JD, CFP, CPA, ChFC, or a background in finance is a plus.Individuals who excel at AXA Advisors come from many different professional backgrounds including: LawBrokerageBankingManagementAccountingSalesFinanceAbout AXAAXA Advisors, LLC is a leading provider of financial services for consumers and businesses, working with clients to help them define and pursue their financial goals. It is a broker/dealer and the retail distribution channel for AXA Equitable Life Insurance Company(NY, NY), which provides life insurance and annuities for the financial services market.In business since 1859, AXA Equitable Life Insurance Company (formerly The Equitable Life Assurance Society of the United States) is a leading financial protection company and nationwide issuer of life insurance and annuity products. AXA Equitable is a member of the global AXA Group, which as of June 30, 2013, had approximately 101 million individual and corporate clients worldwide.AXA Group had over 116 billion Dollars in total revenues as of June 30, 2013 and operates in 57 countries (2).AXA Group refers to AXA, a French holding company for a group of international insurance and financial services companies, together with its direct and indirect consolidated subsidiaries. AXA Advisors and AXA Equitable are part of the AXA Group, a worldwide leader in financial protection and wealth management. AXA Groups operations are diverse geographically, with major operations in Western Europe, North America, and the Asia/Pacific region.The AXA ordinary share is listed on the Paris Stock Exchange and trades under the symbol CS. The AXA American Depositary Share is traded in the US over-the-counter (OTC) market and is quoted on the OTCQX under the symbol AXAHY. AXA Equitable is solely responsible for its life insurance and annuity obligations.AXA Advisors, LLC, Member SIPC is an Equal Opportunity Employer M/F/D/V.(1) During sponsorship, the candidate is responsible for paying the resident and non-resident licensing, appointments and registration fees. These fees are reimbursable once the candidate has been on active contract for three months.(2) As of 06/30/2013. AXA is based in France where the official currency is the Euro.GE-90197 (12/13)(Exp 12/15)Job Type: Full-timeJob Location:Manhattan, NYRequired education:Bachelor's"
"Sales Consultant - Elite","Holiday Inn Club Vacations","Cape Canaveral, FL","Holiday Inn Club Vacations is searching for individuals who excel in their role, and are committed to delivering an exceptional experience for our guests, owners, and team members. We look for individuals who are passionate in life and bring those qualities to work every day. Do you instill confidence, trust, and respect, encourage success and build relationships? Were looking for people like this to join our friendly, engaged, professional team.POSITION DESCRIPTIONThe Elite Sales Consultant provides a tour guest presentation in the Sales department by delivering a new wave of sales experience for VIP Intercontinental Hotels Group (IHG) loyalty rewards members and renters. The primary function is to ensure a superior guest experience while our guests are visiting the resort. The Sales Consultant will advise clients on how being a HCV owner will provide added value to their lives and is prepared to address/overcome any questions or concerns while providing a quality customer service experience. At the conclusion of the sales presentation, the Sales Consultant works to close the sale or transitions the tour guest to the Latitudes Specialist.ESSENTIAL DUTIES AND TASKSConducts a tour guest presentation as trained and scheduled and attends training classes for continuous improvementParticipates in demonstration/assessment rides that are scheduled with the Sales Managers or Sales Training Managers who invest in your success and achieves personal and departmental written objectives as provided or determined throughout the fiscal yearExecutes proper communication with the assigned Sales Training Managers and all members of the Elite Line Sales force. Assists in ensuring all questions are answered in a professional, informative, diplomatic and correct mannerEnsures and/or performs coaching and action plans as provided by the assigned Sales Training Managers and/or Sales ManagersDelivers the utmost level of customer service to all guests and owners to ensure a great sales tour experienceThis job description in no way states or implies that these are the only duties to be performed by the employee in this position. It is not intended to give all details or a step-by-step account of the way each procedure or task is performed. The incumbent is expected to perform other duties necessary for the effective operation of the department.SUPERVISORY RESPONSIBILITIESN/AEDUCATION and/or EXPERIENCEHigh School Diploma, GED equivalentHigher education encouragedCERTIFICATES, LICENSES, REGISTRATIONSActive Florida Real Estate LicenseQUALIFICATIONSMastery of the use of appropriate interpersonal social styles and methods to inspire and guide individuals towards goal achievementStrong work ethic, high energy level and positive attitudePossesses a dynamic and expressive personality to engage guests with enthusiasmProfessional and tactfulDependable and goal orientedMust have reliable transportationMust be process oriented with attention to detailSelf-directed and independent but works as a team playerPersuasive interpersonal skills to gain acceptance of an idea, plan, activity, service or product from guests and co-workersParticipates in proactive team efforts to achieve departmental and company goalsExcellent customer service skillsStrong oral communication skillsPursuit of continuous improvement to improve, enhance or increase personal knowledge and skills that will assist in job performancePHYSICAL DEMANDSWhile performing the functions of this position, the Sales Consultant is required to be present throughout varied resort locations. Must be able to stand, walk, sit, climb stairs, and talk for extended periods of time. Must be able to lift a minimum of 25 pounds and must be able to drive a golf cart.Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.WORKING CONDITIONS The Sales Consultant will divide his/her time between air-conditioned resort building and presentation rides that will require attending outdoor/indoor sales presentations with tour guests and management personnel on the resort property. The Sales Consultant must be flexible to adapt to immediate changing situations and environments based on team and guest needs.WORK SCHEDULE/HOURSFlexible rotating schedule Monday through Sunday.Typical schedule is five days on, two days off  must be flexible as needed for business operations.SEE WHAT IT'S LIKE WORKING AT THIS LOCATION.HOLIDAY INN CLUB VACATIONS: ABOUT USWere committed to providing you with the tools and knowledge you need to realize the full potential of your career with us.HOLIDAY INN CLUB VACATIONS: AWARDSWere so proud of our recent awards. Read about a few of our latest achievements.HOLIDAY INN CLUB VACATIONS: OUR LOCATIONSWe will continue to expand into premier vacation destinations and key regional locations across the United States.HOLIDAY INN CLUB VACATIONS: EMPLOYEE TESTIMONIALSWant to know what its like to work within Sales & Marketing? Hear directly from our team members.Job Type: Full-timeSalary: $80,000.00 to $250,000.00 /yearRequired education:High school or equivalentRequired experience:Sales: 1 yearRequired license or certification:Florida Real Estate License"
"Phase I Project Manager","Benchmark Environmental Consultants","Dallas, TX","Benchmark Environmental Consultants is a progressive engineering and environmental consulting firm that specializes in solving environmental issues by using a practical business and technical approach. Benchmark has been serving the needs of our wide client base since 1991. Benchmark effectively manages regulatory, technical, and economic issues while providing expedient project response in a cost conscious manner. Benchmark offers a competitive salary and benefits package as well as the opportunity for growth for each of our employees.We are currently looking for a full time Project Manager to work on Phase I and Phase II Environmental Site Assessments. The ideal candidate will have 3-5 years of experience conducting Phase I ESAs and experience in Phase II ESAs (remediation sites). Candidates must be self-motivating, able to manage multiple projects, meet constant deliverable deadlines, be knowledgeable of ASTM and AAI standards and have strong technical writing skills.40-hour OSHA HAZWOPER training and professional licenses and registration are strongly preferred (PE, PG, asbestos, lead, mold, etc.).Job Type: Full-timeRequired education:Bachelor'sRequired experience:Project Management: 3 years"
"Playground & Park Equipment - Territory Sales Rep","Lea Park & Play (Playground Sales & Installation)","Austin, TX","Lea Park & Play is the exclusive manufacturers' rep agency for Little Tikes Commercial playground equipment in Northeast, Central, South, and Southwest Texas. We offer turnkey park and playground equipment solutions (design, sales, and installation) to cities, schools, child care centers, homeowners associations, apartment complexes, etc (commercial applications only).We are seeking an independent territory sales representative/design consultant to cover Austin and Central Texas. Salary is based on commission (Salary/draw will be provided for 1st year/training period).Independent Rep positionFlexible hoursWork from homeJob Purpose : Provide customer sales support throughout Austin & Central TX. Some light travel in the area will be necessary. We are looking for someone to help increase sales in our territory by seeking out new business, getting our products specified for city park & school construction projects, and developing lasting relationships by providing outstanding customer service.Job Responsibilities :Lead generation and trackingBusiness developmentFollow up on leads (when provided)Set up site visits and meetings with potential customersSite evaluation, planning, and measuringAssist in the layout/design of playground and park area (space planning). Training provided.Read construction site plans (training provided)Estimating: Prepare sales proposals/quotesProvide in person product presentationsAccount managementManage projects from start to finishProvide excellent customer serviceTraining will be provided in all areas.Qualifications and Skills: Bachelor's degreeProficient computer skills in Word, Excel, and Outlook/Email. Experience with Quickbooks, AutoCAD, Photoshop/design software a plus.Good communication, problem solving, and organizational skillsProfessionalismMust be an honest, dependable, and very organized personMust be a highly motivated self starterPublic speaking experienceAccount managementGeneral Construction knowledge (or experience) a big plus, but not required: Reading construction plans, blue prints, estimating, reading installation details/cut sheets, site planning, product installation, concrete forming and pier installation, etc.Compensation:  Approx. $48k-$80k+ (Salary based on commission earned). $4,000/Month salary/draw provided for 1st year during training period.Independent Rep positionFlexible hoursWork from homePlease send resume.Job Type: Full-timeSalary: $48,000.00 /yearJob Location:Austin, TXRequired education:Bachelor'sRequired experience:Sales: 1 year"
"Marketing Specialist- HVAC&R Industry","Johnson Supply & Equipment Corporation","Houston, TX","Job Summary: The basic function of the Marketing Specialist is to administer all marketing programs, promote dealer programs to customers through presentations using the consultative selling process and help plan assigned company functions, dealer meetings, administering co-op process, and assisting with the advertising and sales budget. The Marketing Specialist provides guidance and coordinates implementation efforts of our products, services and communicates initiatives to our customers. This position is also responsible supporting corporate marketing in public relations and media contacts, advertising and certain business development activities that promote the sales, our philosophy, dedication and general direction of our company as needed. The marketing department provides information gathered from customers, vendors, trade organizations, and other entities to help Johnson Supply formulate product, program and value added services offered to our customer base.Principal Duties and ResponsibilitiesThis role is the primary Marketing support from Johnson Supply to key dealers (regardless of brand/s) in Texas and LouisianaLead the development of strategic market assessments at the dealer level which are then used to create detailed Marketing Plans and calendars which help the dealer achieve their overall business planReview insights and develop recommendations for improving business performance through shared responsibility (along with Sales) of the Dealers Business Performance, evaluation of relevance and execution of value propositions, and benchmarking the product mix and price positioningProvide coaching to dealers and sales consultants on how to plan for the investment of dollars to support Marketing programs and activities as well as how to measure the effectiveness of that spendParticipate in regular Sales Pipeline reviews with dealers and Johnson Supply regional sales manager and sales consultantIdentify areas where Marketing can support improving overall pipeline performance (cycle time, hit rate etc.)Participate in regular Business Plan Reviews - supporting the Regional Sales Manager (RSM) and Sales Consultant (SC)Ensure that Marketing items are included in weekly/monthly/quarterly Business Plan ReviewsFunction as a product mix advocate and price tracking focal point, using ongoing market assessments to identify areas of opportunity and improvement at the Distributor levelSupport dealers trainingsResponsible for the tools, processes, and shared results of Dealers, Lost & Acquisition gross profit performance in the regionFocal point for marketing communication (promotions, e-tools, sales support materials etc.)Qualifications and Skills: Must have legal authorization to work in the US on a full-time basis for anyone other than current employerBachelors/3-5 yr. degree OR a minimum of three (3) years experience in Marketing / Sales with understanding of the appropriate marketing tools and principlesProven strategic, analytic and creative thinking skills with emphasis on driving in-field executionDemonstrated experience with strategic marketing project managementProven track record of success in business to business activities; sales or marketingAble to work independently and with limited supervision, highly self-motivated and able to effectively manage various competing prioritiesStrong interface / stakeholder management skills and proven ability to work with, influence and lead diverse teams outside the line as well as delivering results through othersMust be proficient in the creative suite programs: Adobe Photoshop, Illustrator, InDesignMust have experience in utilizing: Google Ad Words, Google Analytics, Email Content Management Software and Facebook AdsPosition based in Houston and will require approximately 30-40% travelJob Type: Full-timeRequired experience:Perferred: 3 years"
