"job_title","company","location","job_summary"
"Web/ SQL Developer","Maximum Processing, Inc","Bradenton, FL 34205","Develop, support and maintain database driven rich internet applications built using a combination of MS SQL, HTML, JQuery (Javascript), AJAX, and CSS.Job openings are for Bradenton/Sarasota FL Area. We have openings for full time with benefits.Essential Duties and Responsibilities:  1. Responsible for translating design documentation and motion concepts into fully functional web applications. 2. Responsible for coding and testing web applications as well as maintaining, supporting and upgrading of existing web applications. 3. Creative problem solving abilities needed in approaching developmental tasks. 4. Works effectively with members from different departments and works very closely with members of geographically dispersed teams to meet development deadlines. 5. Occasional travel for training, meetings, or trade shows may be required.Requirements: Education and Experience :  Experience with HTML as well as familiarity with relational database queries (Microsoft SQL) required.Bachelor's degree in Computer Science or related field (desired, not required) and 2+ years of hands-on experience, OR 4+ years of hands-on experience using JavaScript (jQuery), AJAX, HTML, and CSS.Knowledge and Skill Requirements/Specialized Courses and/or Helpful Training :  - Experience with the development andsupport of database driven applications using SQL, JavaScript (jQuery), AJAX, XML, HTML, and CSS. - Knowledgeable about web standards, W3C specifications and cross-browser/cross-platform/cross-device compatibility. - Familiarity with OOP programming methodologies. - Ability to work effectively with little supervision and strong attention to detail in a team environment. - Requires the ability to work on multiple projects at the same time. - Individual must be highly motivated and self-directed. - Excellent written and verbal communication skills. - Knowledge of or willingness to learn new toolsets and contribute to a team environment. - Knowledge of the following is a plus: Property & Casualty (P&C) Insurance, Java, Borland Delphi (Object Pascal), Software Version Control, Advanced MS Excel, TCP/IP Networking, VOIP, Firewalls and Routers.-Knowledge of basic insurance business rules would be a big plus.Job Type: Full-timeRequired experience:HTML: 2 yearsJavaScript: JQuery: 2 yearsSQL: MS SQL: 2 years"
"Entry Level - Software Engineer","AgileRank, LLC","Remote","Are you looking to get your foot in the door and put your IT skills and love for software development to work in an exciting startup environment? Do you like flexibility in work locations, work hours and like teleworking?Do you want the work you do to have a direct impact on a growing business? You will have a clear career growth path and the opportunity to either continue with our small entrepreneurial environment or be offered to work with one of our fortune 500 partners?AgileRank, LLC is looking for an entry level/junior Software Engineer (0-3 years experience). The qualified candidate will work in a rapid development environment as part of a multi-disciplinary team. Tasks may include coding, debugging, and integrating software, as well as the integration, regression, and requirement testing of complex SW/HW systems.The qualified candidate will have the opportunity to work with platforms and mission applications for federal healthcare clients with domain emphasis on Electronic Health Records (EHR).Required Skills and Education: US Citizenship (REQUIRED)Ability to be granted a security clearance by the Federal Government.BS (or MS) in Computer Science or Bachelor's degree in engineering / technical discipline, and 0 - 3 years related work experience.GPA 3.0 and above (cum. and major)Proficiency in multiple high level programming languages and scripting languages (e.g., C++, Java, C#, Object Pascal, MUMPS, Perl, Python, JavaScript, etc.)Understanding and skills in software design and code, including Object Oriented Analysis & Design (OOAD).Team player with a proactive attitude and the ability to be productive in a dynamic / collaborative environmentStrong oral and written communication skills.Preferred Skills and Education: Software related intern, work (e.g., software development, web development, etc.).Interest in Healthcare.Operating Systems (e.g., UNIX/Linux and/or Windows).Development Methodologies (e.g. Agile, and or Iterative).Architecture (e.g., Web Services and/or SOA).Development languages (e.g., Objective C, Android SDK, C++, Java/J2EE, and/or C#).Scripting and other languages (e.g., Shell, Python, node, js, JavaScript, UML, AJAX, JSON, json-Id, XML, HTML, CSS, JQuery, Arborjs, Leaflet, and/or PERL).Database tools and design (e.g., Intersystems Cache, Oracle, SQL, MongoDB, SQL Server).Development tools and services (e.g., Delphi, MS Visual Studio, Eclipse).Configuration Management tools (e.g., ClearCase, Subversion, and/or Git).Work Locations: Remote (anywhere in the continental US)St. Petersburg, FLPlano, TXHerndon, VAKeywords: MUMPS, Cache, Cache Objectscript, M, Object Oriented Programming, VistA, InterSystems Ensemble, Perl, Delphi, Object Pascal, C++, Java, J2EE, C#, Objective C, OOAD, software development, web development, UNIX/Linux and/or Windows and .Net, Waterfall, Agile, Iterative, Web Services, SOA, Shell, Python, JavaScript, UML, AJAX, JSON, XML, HTML, CSS, JQuery, PERL, ClearCase, Subversion, Git, Apache, Tomcat, Maven, node.js, JSON-lD, EPIC, Cerner, Quest Diagnostics, Sunquest Information Systems, Allscripts, Meditech, EMISJob Type: Full-time"
"Software Developer","KSB Dental","Raytown, MO","We are looking for .NET application developer with a strong understanding of good object-oriented practices and comfortable working with relational databases. The right candidate must also be willing to learn new technology to adapt to a constantly changing industry.The ideal candidate will have the following qualifications:A bachelor's degree in Computer Science or equivalent technical training.2+ years experience in .NET software development (C# or VB)Must be a self starterHave good communication skillsCapable of researching topics on their ownHave good time management skills in order to complete projects on tight deadlinesWillingness to learn web-based application development (using HTML5, Javascript/Typescript, CSS)A working knowledge of the following things is expected:.NET Framework version 2.0 and higherSQL and Relational DatabasesC# programming languageEntity FrameworkWindows Forms developmentVisual Studio 2010 or laterMicrosoft Office (Word, Excel, etc.)Experience in VB.NET, C++, and/or Delphi are a plusExperience with medical industry document formats and coding systems will be given reference (HL7, SNOMED Codes)Exising experience with web based technologies is a plus, either front end (AngularJS) or back end (Entity Framework, Web API)Duties include:Debug and maintain existing application code baseDevelop new product features according to specifications and using established design patterns and coding standardsUnit test new or updated modules to ensure they pass integrity requirements and meet performance requirementsAssist in migrating code base to web based environmentJob Type: Full-timeRequired education:Bachelor'sRequired experience:Software Development: 2 years"
"Android Mobile Application Developer","Modo Labs, Inc.","Cambridge, MA","Android Mobile Application DeveloperModo Labs, a venture backed company, is looking for an awesome Android developer to join our incredibly talented, hard working, xkcd-loving development team to work with our Kurogo platform to deliver mobile web (PHP, HTML, JavaScript, CSS) and iOS and Android apps. Our Kurogo platform allows even non-developers to produce rich engagement apps for organizations such as Fortune 500 enterprises, universities and hospitals.As a member of the product engineering team, you will leverage your Android and Java skills to enhance our Kurogo Android companion applications. The Kurogo Android app works in concert with our Kurogo application server to display dynamic screens while working in concert with the app server to handle navigation, JavaScript bridge access to native services and other unique native capabilities that help the user experience. Upcoming capabilities that you will help develop include advanced push notification services, authentication and localization through technologies such as beacons, geo-fencing and QR codes.Position Responsibilities:Develop new capabilities in the Kurogo Android app to enhance engagement capabilities of the Kurogo Campus solution.Focus on native areas including but not limited to notifications, geo-location via a variety of sensor inputs and enhancing the native UX to support upcoming Android capabilities.Create unit tests for your various components.Keep compatibility up to date with the latest Android SDK versionsWork with our design team to develop UX maps and product requirements .Follow an agile scrum model to your product development.Assist the Modo Labs QA team with scenario testing and bug fixing.Requirements:At least 3 years experience developing in Android SDKFull lifecycle experience with shipping Android appsExperience with UNIX like environmentsWorked with multiple data interchange formats such as XML and JSONWorked with multiple data transfer mechanisms such as SOAP and RESTTaste for simplicity and elegance in technical designMust be detail-oriented, organized, and able to work independently with minimal supervisionBS or BA in Computer Science, Engineering or related degree.Must be eligible to work in the United States.Pluses:Experience developing with web MVC web applicationsExperience with the creation and consumption of web servicesDevelopment experience with iOSExperience with gitExperience with Jira / Atlassian productsJob Type: Full-timeJob Location:Cambridge, MARequired education:Bachelor'sRequired experience:Android: 3 years"
"Graduate Student Internship on Software Engineering","InfoBeyond Technology LLC","Louisville, KY","InfoBeyond is seeking for outstanding programmers to fill out a position of Internship (Three months are minimal but can be longer) on Software Development.Required Skills:Thesis Master/Ph.D Candidate.Programming background using one or multiple programming languages.Your study area should be in the Computer Science or Computer Engineering on Big data, wireless communication, software engineering, networks, security, or relevant areas.Great problem solving skills, with a strong desire for quality and engineering excellenceInfoBeyond is located in Louisville, Kentucky. The professional team at InfoBeyond strives to research, develop, and deliver innovative software products to satisfy the needs of customers. More company information can be found at www.InfoBeyondtech.com and www.nxdrive.com.Job Type: InternshipRequired education:Master's"
"Android Developer","ektello","Farmington Hills, MI","Flex your expertise in web application design, architecture and performance to deliver efficient and effective analytics. Partner with the rest of your team members to innovate and develop new design and interaction concepts. Consume our API's to define and evolve the underlying interfaces that support your projects, and drive the ongoing evolution of our web architecture and analyticsOur client is seeking an ambitious and creative software engineer who will contribute to the development of new applications. As a member of the application delivery team, this individual will work hand in hand with stakeholders and other engineers throughout the entire product development lifecycle in order to define, design, develop, and deliver ground breaking applications that re-define the driving experience.The Android Developer will be responsible for application development and support including story elaboration, estimation, analysis, design, programming, unit/integration testing and code debugging leveraging the Scrum framework. This person will work in a highly collaborative, cross-functional, and Agile environment and will assume a lead role for various practices and decisions. This person willTest-drive codeElaborate, estimate, and design for small increments of workjust-in-timePerform root cause analysis, technology evaluation, and design spikesCommit to completing well-defined work and deliver on those commitmentsSwarm around tasks along with other Scrum team membersPair program with different people in many situationsReport status of assigned software development and/or maintenance tasksConsistently follow the specified software development methodologyModel courageous and continuous learning to the team. Actively help team members continuously learnPromote improvements in programming practices such as acceptance test driven development, continuous integration, and test automationContinuously learn and challenge the organization concerning new practices, processes, technologies, and languagesBuild a strong team using their collaboration skills. Interview and mentor team members.Provide leadership and assistance among and across teams/organizationsProspective candidates possess a high degree of business insight, creativity, decision making skills, a drive for results, the ability to negotiate, the ability to develop peer relationships, and a strong technical learning capability.Qualifications: BS in Computer Science or other field of study along with applicable work experienceExperience with Android UI design (including custom views)Experience writing Android clients for Web Services (REST, RPC, and/or SOAP)Experience with Android Activities and FragmentsExperience with multi-threaded development on Android platformsExperience using source code control systems such as GitKnowledge of XML parsing, and/or DOM traversal.Knowledge of and desire to work in an Agile development environmentMust have strong teamwork orientation and the ability to foster collaboration within and across teamsJob Type: Full-timeSalary: $95,000.00 /yearRequired education:Bachelor'sRequired experience:Android development: 3 years"
"Software Developer","Verus Consulting Group LLC","United States","Employment Opportunities: Verus Consulting Group LLC is currently expanding our team!Actively seeking Software Developer with demonstrated ability to provide solid expertise within Financial Services, Banking, Brokerage, Investments. We have a large footprint in the Minneapolis / St. Paul MN arena as well as a nationwide presence.Verus Consultants should meet the following standards:Preferred:3+ years of solid experience within: Financial Services, Banking, Brokerage, InvestmentsExperience in building middleware to translate between two databasesJob Type: ContractRequired experience:solid: 3 years"
"Java Engineer","LineMoney,Inc","New York, NY","LineMoney Inc. is a financial information service broker firm. It provides currency exchange, remittance and international payment services to its customers.LineMoney is seeking a consultant with 3-5 years Java development experience to join the team on back-end development .Responsibilities: Create business modules in Java;Create JSP pages;Create Json services for presentation layer and SOAP services for integration;Develop data objects for fetching and loading data into data stores;Integrate with payment system using web services;Participate in agile concepts such as daily stand-up meetings, task tracking boards, design and code reviews, automated testing, continuous integration and deployment;Work closely with the LineMoney Platform team on the integration of the billing & reporting platform;Requirements: BS/MS in Computer Science or equivalentStrong in Java with 3-5 years development experience;Knowledge of Liferay Portal 6.2;Expert knowledge in web services creation and consumption;Passion to develop high-quality and extraordinary solutions to real complex distributed-computing problems;Hands-on experience with JDBC database operations and ORM;Effective system design and problem solving skills;Deep understanding of algorithms, data structures, and performance optimization techniquesWillingness to work in a dynamic agile environment and participate in all aspects of our agile process;Strong interpersonal and communication skills, flexibility, team spirit, and positive approachUnderstanding of the JVM;Knowledge of frond end development is a plus;Knowledge of billing and reporting process is a plus.Job Type: Full-timeRequired education:Bachelor'sRequired experience:Java development: 3 yearsRequired language:Chinese"
"Computer Engineer","Integron","Rochester, NY 14624","General Description: The Engineer will be responsible for assisting the engineering team to develop and maintain technical process automation tools, business automation tools, and business system architectures. The ideal candidate should possess a passion for process automation delivery, be well organized and have an ability to work with cross-functional teams.Duties: Provide daily support to senior engineering team.Develop, produce, and maintain hardware QA plans, processes, and technical documentation.Program hardware QA process automation tools.Direct liaison with operational team.Perform train the trainer activities with operational team.Analyze and assist in maintaining and improving current business and technical processes.Provide technical support to Integron employees.Develop business automation scripts and workflow QA tools.Perform all other position related duties as assigned or requested.Work Experience Requirements: Experience designing and coding scripts and process automation tools in C+, Python, Visual Basic, VBSCRIPT.Experience with electrical / mechanical and computer hardware.Familiarity creating and using queries, reports, and forms using SQL.Familiarity with technical documentation methodology.Familiarity with MS Office communications and collaboration tools.Education Requirements: Bachelors Degree in Engineering, Computer Science, Information Systems, or related area of expertise.Additional Requirements: Integron will require a drug test and background check for eligible candidates in accordance with applicable local, state, and federal laws.Job Type: Full-timeSalary: $40,000.00 to $60,000.00 /yearRequired education:Bachelor'sRequired experience:have job description: 1 year"
"ASP.NET C# Developer","innovative services, llc","Topeka, KS 66614","SummaryDeliver reliable, scalable new features using C#, SQL, DB2 and RPG. Work with the development team to design and deliver finished, high quality, and compelling features and products on time.Primary ResponsibilitiesDevelop enterprise-level information technology solutions by analyzing, coding, testing and implementing new software, and by modifying and enhancing existing software applications.Coordinate with business analysts and users to determine requirements. Perform moderately complex analysis of system requirements and of existing business processes and information systems.Collaborate with architects to determine the design of quality technical solutions.Review systems under development and related documentation.Resolve customer issues and respond to suggestions for improvements and enhancements. Participate in the development of software solutions.Perform code reviews and assist in more complex system planning, scheduling and implementation.May work on-call shifts on a rotation basis.Hours8am-5pmRequired EducationBachelors Degree in Computer ScienceTechnical QualificationsStrong C# development experienceStrong understanding of relational databases and SQLDevelop unit and functional tests for softwareTroubleshoot and provide viable solutions for software problemsStrong verbal and written communication skillsDocument necessary development specifications and implementation detailsWork collaboratively with a team of developer and business analysts to produce high quality software solutionsAssist and participate in the implementation and deployment of softwareAbility to multitask, meet deadlines, and work in a fast-paced environmentWilling to be trained to enhance/support applications developed on IBM iSeries using RPG, CL, DB2 and SQLDesired SkillsExperience integrating with AS400/DB2 servicesExperience with Agile and Kanban development methodologiesExperience with IBM I Operating System and CL is desirableExperience with Source Control Systems such as Git or SVNExperience with Microsoft Team Foundation Server (TFS)Ability to mentor and train less knowledgeable peers and individualsYears of ExperienceMinimum 2 years of C# development experienceJob Type: Full-timeSalary: $65,000.00 to $80,000.00 /yearRequired education:Bachelor's"
"Java Developer - Back End","Priceline.com","Norwalk, CT 06854","Full Stack Engineer  Back EndAre you passionate about complex, highly scalable software systems? Do you enjoy coming up with appropriate solutions to the most challenging business problems? Do you enjoy collaborating with the business folks to improve and grow the companys products? Do you thrive in an environment where cross-functional, self-organizing agile teams are constantly experimenting to improve the product? Are you looking for a company that is not too big, not too small, and has a casual work environment? If so, then we just might have the perfect job for you!Priceline.com is looking for talented, result oriented, and innovative software engineers to join our e-commerce team, responsible for building services that enables searching & booking of travel products across multiple channels, including Priceline's web & mobile platforms and search engines like Google.In addition to building applications that can hold up to the scale & growth of our business, our team of engineers work directly with the business leaders in defining the product roadmap and coming up with innovative solutions to grow the business. We believe in software craftsmanship and that there is real value in developing software so that it can be easily understood, maintained, and extended. At Priceline we are all about team work, accountability, innovation, and a customer-first approach. We work hard, but do so in a collaborative, fun and flexible work environment.As a member of the team, you will have the opportunity to work on mission critical projects with direct impact on the evolution of Priceline's business. You will be able to apply your programming skills towards building low latency and high throughput transactional services. You will work on systems that serve hundreds of millions of searches a day, generate billions of events, and are monitored 24x7 using early warning and analytics systems build using the best of the big data technologies, including Cassandra, Kafka, Spark, Hadoop and Splunk. Our search systems perform highly concurrent, real-time searches across thousands of partners and collects and parses data from a diverse set of interfaces to get the best deals for our customers. We constantly explore new technologies and engineer better solutions for ever demanding business needs.We are hiring at all levels, so whether you are a master craftsman or less experienced, if you have the skills or potential we seek, let us know.Required SkillsJava: You will need to have strong object-oriented design and development skills and advanced knowledge of core Java or similar programming languages. Knowledge and experience with third party libraries, frameworks, and technologies is a plus.Database: You will need to have strong SQL composition skills. Knowledge of big data and NoSql databases is a plus! We not only write software that collects and queries data, but we also compose queries for investigation and analysis. We collect a lot of data in real time from our applications and being able to compose ad hoc queries is necessary to develop and support our products.Analysis & Problem Solving: You will need to understand our codebase and systems and the business requirements they implement so you can effectively make changes to our applications and investigate issues.Communication: Whether via face-to-face discussion, phone, email, chat, white-boarding, or other collaboration platforms, you must be an effective communicator who can inform, explain, enable, teach, persuade, coordinate, etc.Team Collaboration: You must be able to effectively collaborate and share ownership of your team's codebase and applications. You must be willing to fully engage in team efforts, speak up for what you think are the best solutions, and be able to converse respectfully and compromise when necessary.Knowledge and Experience: A well-rounded software engineer will have broad and/or deep knowledge of various topics, tools, frameworks, and methodologies related to software engineering. None are required, but the more you can bring, the better. Here are some examples:Webservices and API developmentStartup and e-commerce experienceSpring frameworksGit and GitflowBig Data solutions such as Cassandra, Hadoop, Spark, Kafka, Elastic Search and SolrHands-on with high capacity and low latency systemsContinuous integration and automated testingAgile/ScrumOpen source projectsServer-side Javascript, Node.jsRequired Experience: A 4-year degree in Computer Science (or related field). Graduate degree helpful.At least 1 year of work experience in Software Engineering and development.Priceline.com is part of The Priceline Group, now the 3rd largest e-commerce company in the world by market cap. As a company, our mission is simple: To help people experience the world. Priceline.com does this by offering the best and deepest travel discounts available on the market today.Job Type: Full-timeRequired education:Bachelor's"
"Software Engineer","Microsoft Corporation","Redmond, WA","MICROSOFT CORPORATION seeks a Software Engineer in Redmond, WA: Resp. for dev. or testing comp. softw. applications, sys. or services. Evaluate reqs., estimate dev. costs, design & implement the softw., review the design and implementation, improve the dev. procs., perform unit testing, comm. status, analyze risks and compromises, integrate softw. into a larger sys., or diagnose & resolve issues. Work on spec. softw. features or sections of code under supervision. May be assigned to various projs. that utilize the req. tech. skills to deploy successful prod. releases, from early prod. definition and scoping to detailed specs, implementation and roll-out phases. 40 hrs/wk, M-F, 8am  5pm. standard co. benefits. Salary $107,700 to $125,000yr. Req: Master's or foreign equiv. degree in Comp. Sci., Engg., Math., Info. Sys., Physics or a rel. field. Pos. also reqs. educ. or exp. in: JavaScript; Unit Testing; HTML; CSS; Scripting; and Web UI. Please send resumes to: Recruitment and Employment Office, MICROSOFT CORPORATION, Attn: Job Ref #: MIC82894, P.O. Box 56625, Atlanta, GA 30343.Job Type: Full-time"
"Senior Software Engineer","Blackstone Technology Group","Colorado Springs, CO","Our client building a team of world-class software engineers to commercialize big data technology developed within a hedge fund. We are a well-funded spinoff with offices in Colorado Springs, Colorado, and New York City, New York.We are a small crew with big goals, and we are in the process of growing our core team. This is your opportunity to get in on the ground floor and to influence the firms direction.At Illumon, we recognize that a dozen Salieris could never produce a Mozart masterpiece. Similarly, a dozen average developers could never produce the masterpiece of an elite software developer. We believe that a small team of elite developers is far better than an army of average developers. We only hire the best, and we reward accordingly.Our client is a meritocracy, not a bureaucracy. Our priority is for you to focus on what you love and do best: crafting great code.Software engineers at our Colorado Springs site will need to spend some time initially at our New York office while learning to navigate our code base.Desired Skills: Self driven, self organized, proactive, highly motivated, and intelligent.Exceptional programming skills.Obsession with building quality software.Exceptional troubleshooting and problem-solving skills.Experience in large-scale systems.Experience in distributed systems programming, multithreaded programming, and debugging.Experience in object-oriented design and programming.Extensive background in algorithms, data structures, optimization, testing, and performance tuning.Strong analytical and organizational skills with strong attention to detail.Well-developed sense of urgency.Financial experience is not required.Compensation & Benefits: At Illumon, we want happy and fulfilled employees.Our compensation is designed to attract the best.We offer a generous vacation policy.We encourage you to work when you are most productive.Why Colorado Springs, Colorado?Colorado Springs, Colorado is a vibrant mid-size city located at an elevation of 6,035 feet in the Rocky Mountains 60 minutes south of Denver. Home to multiple colleges, the U.S. Olympic Training Center, the U.S. Air Force Academy, and numerous high-tech startups, Colorado Springs has an active intellectual and social community in an enviable outdoor setting.Colorado Springs is a great location for outdoor enthusiasts, families, intellectuals, hobbyists, environmentalists, and those ready to escape big-city stress.Mild mountain climate with 300 days of sunshine per year.Friendly and welcoming to newcomers.Affordable housing near our office.No traffic, no smog, and no parking problems.Excellent public schools.Year-round outdoors activities, including: hiking, skiing, snowboarding, mountain biking, road biking, rock climbing, fishing, horseback riding, and astronomy.145 neighborhood parks, 146 miles of urban trails, and 14,000 acres of open space.Close to Pikes Peak and Garden of the Gods.#1 in Money Magazine 's ""Big Cities to Live In""#1 in Outside Magazine 's ""Best Town""#5 in U.S. News & World Report 's ""Best Places To Live""#6 in Forbes 's ""America's Most Wired Cities""#7 in Backpacker Magazine 's ""Best Places to Raise an Outdoor Kid""#9 in Forbes 's ""America's Best Bang-for-the-Buck Cities""Job Type: Full-timeSalary: $160,000.00 /yearRequired education:Master'sRequired experience:algorithmic development: 1 yearMathematics: 1 yearSoftware Engineering: 3 years"
"Java Developer - Financial Calculations","Voyant","Teaneck, NJ","Voyant has partnered with Indeed Hire to identify and cultivate the right talent for their growing organization.Primary Responsibilities: Learn the tax code and financial product regulations of our international markets.Build reusable, extendable, efficient financial calculation models.Continuously improve code maintainability and calculation engine performance.Support service API development for calc engine integration.Requirements: Experience with object oriented languages and design patterns.3+ years of development experience a must. Java experience preferred.Basic understanding of financial products and their taxation principles.Quant or software development experience within the financial service industry desired.Desire to learn detailed nuances of worldwide financial products and taxation regimes.Talent to create simplified solutions for complex problems.Strong communication skills and engaging personality.Ability to interface directly with outside non-programmer subject matter experts.Self-starter who takes initiative and helps to define the product design.Comfortable working in a non-structured agile development environment.Must like dogs.What we offer: A fun and relaxed environment in a small but profitable and stable company.Opportunity to learn about the financial services industry in the US, UK, Ireland, Canada, Europe and Asia.Highly competitive salary.Full family medical and dental insurance.Opportunity for some international travel if desired.Location: Austin, TX (Relocation and immigration visa sponsorship is not currently available.)Job Type: Full-timeRequired experience:Java: 1 yearFinTech or Financial Calculations: 1 yearRequired license or certification:Authorization to work in the United States without Visa Sponsorship"
"PowerShell Developer with .Net","InfoWeb Systems, Inc.","East Moline, IL","InfoWeb has the following requirement for our direct client in Illinois. To be considered you must also be willing to become an InfoWeb employee. No corp to corp please. All candidates must have GREAT COMMUNICATION skills and SOLID WORK EXPERIENCE.We need an excellent communicator, both verbal and written, who thrives on solving problems and working in a team environment. Ideally, you will have a degree in Computer Science, Information Technology or equivalent work experience.Manager is looking for strictly a PowerShell and .net Developer.Job Type: Full-time"
"Software Engineer","Court Appearance Professionals","Santa Fe Springs, CA","Small company seeks creative and innovative individual for a position developing software for internal use and in our web based application.2+ years experience preferred. Bachelors degree or higher in computer science or related required.Skills required:ASP.NET, C#, Visual Basic, Visual Studio, SQL Server 2008+Skills preferred:Javascript, HTML, JQuery, Bootstrap, ReactJS, SQL Server ReportingWe're a small company in a brand new office looking to build a software development team to improve our current applications and develop new ones. We're looking for a new member to join that team. A qualified candidate will have the opportunity to be in early as our software team grows.Salary ranging from $70k to $90k depending upon experience.Job Type: Full-timeSalary: $70,000.00 /yearRequired education:Bachelor'sRequired experience:Software Development: 2 years"
"Jr Java Developer","CAYS Inc -Consultants At Your Service","Nashville, TN","Role : Jr Java DeveloperLocation : Nashville, TN Minimum of 3-5 years of working experience as a Java/J2EE developer. Should have experience of implementing& maintaining Web Portals Experience in J2EE framework and design patterns as well as EJB, web services Proficient with Javascript, CSS, HTML and JQuery3. Experience with eclipse, IBM RAD or similar Proficient with Websphere application servers or equal Experience in using version control systems like CA-SCM or SVN or CVS or Bit Bucket6. Experience in code reviews using automated like Find-Bugs or similar Solid understanding of object-oriented programming (OOP) Strong knowledge of service-oriented architectures (SOA)1 Experience using Atlassian ALM tools.Required experience: Java/J2EE: 3-5 yearsJob Type: Full-timeRequired education:Bachelor'sRequired experience:Java: 3 years"
"Software Developer","Nyhart","Indianapolis, IN","Nyhart is looking for an entry level candidate with new ideas, unique style and a passion for technology. This position will design new IT solutions, modify, enhance or adapt existing systems and integrate new features or improvements, all with the aim of improving business efficiency and productivity. The ideal candidate will have an analytical mindset and a keen eye for detail. Familiar with a variety of the field's concepts, practices, and procedures. Relies on experience and judgment to plan and accomplish goals. Performs a variety of complicated tasks. May lead and direct the work of others. A wide degree of creativity and latitude is expected.The Software Developer responsiblities will include:Application development and process improvement for all departments in the companySupport and maintenance of the internet and business application environmentWriting high-quality code to program complete applications on scheduleAnalyzing business units' existing systems and business modelsMapping and documenting interfaces between legacy and new systemsUnderstanding software development lifecycleIdentifying options for potential solutions and assessing for technical and business suitabilityConducting requirements analysis and preparing specific proposals for modified or replacement systemsDeveloping solutions and related productsWorking closely with colleagues, developers, testers and a variety of end users to ensure technical compatibility and user satisfactionOverseeing implementation of a new system including data migrationPlanning and working flexibly to deadlinesProviding training to users of a new systemKeeping up to date with technical and industry developmentThe right candidate will have the following:BS in Computer Science or related fieldExpertise/experience in web and application development using C#, ASP.NET, SQL Server, Crystal Reports in a Microsoft .NET environmentAnalytical thinking and problem-solving capabilityExcellent communication skills in interacting with all staff levels, internal customers, and vendorsJob Type: Full-timeRequired education:Bachelor'sRequired experience:Software Development: 1 year"
