department,code,title,description,credit,advised_requisite,pre_requisite
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 499,Directed Study,"Provides an opportunity for undergraduate students to work in on substantial research problems in EECS or areas of special interest such as design problems. For each hour of credit, it is expected that the student will work an average of three or four hours per week and that the challenges will be comparable with other 400 level EECS classes. Oral presentation and/or written report due at end of term. Not open to graduate students.",1,NA,senior standing in EECS.
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 500,Tutorial Lecture Series in System Science,"Students are introduced to the frontiers of System Science research. Sections 01, 02 and 03 are devoted, respectively, to Communications, Control, and Signal Processing. The tutorials are delivered by leaders of the respective research fields, invited from academia and industry. The presentations are self-contained and accessible to all graduate students in System Science.",1,NA,graduate standing; mandatory satisfactory/ unsatisfactory.
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 501,Probability and Random Processes,"Introduction to probability and random processes. Topics include probability axioms, sigma algebras, random vectors, expectation, probability distributions and densities, Poisson and Wiener processes, stationary processes, autocorrelation, spectral density, effects of filtering, linear least-squares estimation and convergence of random sequences.",4,NA,EECS 301 or graduate standing.
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 502,Stochastic Processes,"Correlations and spectra. Quadratic mean calculus, including stochastic integrals and representations, wide-sense stationary processes (filtering, white noise, sampling, time averages, moving averages, autoregression). Renewal and regenerative processes, Markov chains, random walk and run, branching processes, Markov jump processes, uniformization, reversibility and queuing applications.",3,NA,EECS 501.
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 503,Introduction to Numerical Electromagnetics,"Introduction to numerical methods in electromagnetics including finite difference, finite element and integral equation methods for static, harmonic and time dependent fields; use of commercial software for analysis and design purposes; applications to open and shielded transmission lines, antennas, cavity resonances and scattering.",3,NA,EECS 330.
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 504,Foundations of Computer Vision,"The course lays a framework for the extraction of useful information from images.  Topics include representations of visual content (e.g., functions, points, graphs); visual invariance; mathematical and computational models of visual content; optimization methods for vision. Theoretical treatment and concrete examples, e.g., feature learning, segmentation image stitching, both covered.",3,NA,"Undergraduate Calculus, Linear Algebra, Probability and Programming."
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 509,BioMEMS,"This course will cover the latest advances in bioMEMS, with specific attention to Microsystems targeting development biology and cell culture.  We will use an organism's development --from genome to multicellular tissue-- as a framework for teaching bioMEMS devices:  from microPCR chips to microfluidic mixers to tissue scaffolds.  The aim is to provide students familiar with microfabrication and Microsystems with a context from which to view and evaluate bioMEMS devices and innovations.  We will cover implantable and diagnostic microsystems in the later part of the course.",3,NA,none.
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 510,RF MEMS,"This course cover the principles of operation, design, fabrication and technology trends of micro-electromechanical devices for high frequency applications with a focus on communications. Micro-devices covered include resonators, switches, filters, tunable passive devices and reconfigurable modules. The physical phenomena limiting the performance and scaling of RF MEMS devices are discussed.",4,NA,EECS 414.
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 511,Integrated Analog/Digital Interface Circuits,"This course covers most of the well known analog to digital conversion schemes. These include the flash, folding, multi-step and pipeline Nyquist rate, architectures. Oversampling converters are also discussed. Practical design work is a significant part of this course. Students design and model complete converters.",4,NA,EECS 413 or permission of instructor.
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 512,Amorphous and Microcrystalline Semiconductor Thin Film Devices,"Introduction and fundamentals of physical, optical and electrical properties of amorphous and microcrystalline semiconductor based devices: MIM structures, Schottky diodes, p-i-n junctions, heterojunctions, MIS structures, thin-film transistors, solar cells, threshold and memory switching devices and large area x-ray radiation detectors.",3,NA,EECS 421 and/or permission of instructor.
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 513,Flat Panel Displays,"Introduction and fundamentals to the passive, active, reflective and emissive flat panel display technologies. This course will discuss the physics, operating principles, properties and technology of the flat panel displays.",3,NA,"EECS 423, EECS 512 and/or permission of instructor."
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 514,Advanced MEMS Devices and Technologies,"Advanced micro electro mechanical systems (MEMS) devices and technologies. Transduction techniques, including piezoelectric, electrothermal, and resonant techniques. Chemical, gas, and biological sensors, microfluidic and biomedical devices. Micromachining technologies such as laser machining and microdrilling, EDM, materials such as SiC and diamond. Sensor and actuator analysis and design through CAD.",4,NA,EECS 414.
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 515,Integrated Microsystems,"Review of interface electronics for sense and drive and their influence on device performance, interface standards, MEMS and circuit noise sources, packaging and assembly techniques, testing and calibration approaches and communication in integrated microsystems. Applications, including RF MEMS, optical MEMS, bioMEMS, and microfluidics. Design project using CAD and report preparation.",4,NA,EECS 414.
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 516 (BIOMEDE 516),Medical Imaging Systems,"Principles of modern medical imaging systems. For each modality the basic physics is described, leading to a systems model of the imager. Fundamental similarities between the imaging equations of different modalities will be stressed. Modalities covered include radiography, x-ray computed tomography (CT), NMR imaging (MRI) and real-time ultra-sound.",3,NA,EECS 451.
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 517 (NERS 578),Physical Processes in Plasmas,"Plasma physics applied to electrical gas discharges used for material processing. Gas kinetics; atomic collisions; transport coefficients; drift and diffusion; sheaths; Boltzmann distribution function calculation; plasma simulation; plasma diagnostics by particle probes, spectroscopy and electromagnetic waves; analysis of commonly used plasma tools for materials processing.",3,NA,EECS 330.
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 518 (AOSS 595),Magnetosphere and Solar Wind,"General principles of magnetohydrodynamics; theory of the expanding atmospheres; properties of solar wind, interaction of solar wind with the magneto-sphere of the Earth and other planets; bow shock and magnetotail, trapped particles, auroras.",3,NA,graduate standing.
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 519 (NERS 575),Plasma Generation and Diagnostics Laboratory,"Laboratory techniques for plasma ionization and diagnosis relevant to plasma processing, propulsion, vacuum electronics, and fusion. Plasma generation includes: high voltage-DC, radio frequency and electron beam sustained discharges. Diagnostics include: Langmuir probes, microwave cavity perturbation, microwave interferometry, laser schlieren and optical emission spectroscopy. Plasma parameters measured are: electron/ion density and electron temperature.",4,NA,preceded or accompanied by a course covering electromagnetism.
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 520,Solid State Physics,"Crystal structure; Phonons; Introduction to Quantum Mechanics, Free electron Fermi gas; Low dimensional conductor; Electronic structure - Energy bands; Properties of semiconductors; Dielectrics response; Light absorption and emission; Magnetic effects; Superconductivity.",4,NA,PHYS 453 or graduate standing.
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 521,Solid State Devices,"Physics of operation of three terminal device structures important for high frequency analog or high speed digital applications. Emphasis on proven field-effect and bipolar-junction transistors, also including current and speculative nanoelectronic devices. Detailed study of static current-voltage characteristics and models for small and large signal behavior.",3,NA,EECS 421.
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 522,Analog Integrated Circuits,"Review of integrated circuit fabrication technologies and BJT and MOS transistor models. Detailed analysis and design of analog integrated circuits, including power amplifiers, voltage references, voltage regulators, rectifiers, oscillators, multipliers, mixers, phase detectors and phase-locked loops. Design projects. Lectures and discussion.",4,NA,EECS 413.
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 523,Digital Integrated Technology,"Integrated circuit fabrication overview, relationships between processing choices and device performance characteristics. Long-channel device I-V review, short-channel MOSFET I-V characteristics including velocity saturation, mobility degradation, hot carriers, gate depletion. MOS device scaling strategies, silicon-on-insulator, lightly-doped drain structures, on-chip interconnect parasitics and performance. Major CMOS scaling challenges. Process and circuit simulation.",4,NA,
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 525,Advanced Solid State Microwave Circuits,"General properties and design of linear and nonlinear solid state microwave circuits including: amplifier gain blocks, low-noise, broadband and power amplifiers, oscillators, mixer and multiplier circuits, packaging, system implementation for wireless communication.",3,NA,EECS 411 and
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 526,Plasmonics,"Plasmonics is the study of optical phenomena related to the electromagnetic response of conductors. This course will provide basic knowledge to understand and apply principles of plasmonics. Students will be introduced to nanofabrication and characterization techniques.  Optical, electronic, magnetic, thermal and biomedical applications of plasmonics will be discussed.",3,NA,"EECS 230, Physics 240, graduated standing or permission of instructor."
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 527,Layout Synthesis and Optimization,"Theory of circuit partitioning, floorplanning and placement algorithms. Techniques for routing and clock tree design. Timing analysis and cycle time optimization. Topics in low-power design. Large-scale optimization heuristics, simulated annealing and AI techniques in CAD. Modern physical design methodologies and CAD software development.",3,NA,EECS 281 or EECS 478 or graduate standing.
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 528,Principles of Microelectronics Process Technology,"Theoretical analysis of the chemistry and physics of process technologies used in micro-electronics fabrication. Topics include: semiconductor growth, material characterization, lithography tools, photo-resist models, thin film deposition, chemical etching, plasma etching, electrical contact formation, micro-structure processing and process modeling.",3,NA,EECS 421 and EECS 423.
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 529,Semiconductor Lasers and LEDs,"Optical processes in semiconductors, spontaneous emission, absorption gain, stimulated emission. Principles of light-emitting diodes, including transient effects, spectral and spatial radiation fields. Principles of semiconducting lasers; gain-current relationships, radiation fields, optical confinement and transient effects.",3,NA,EECS 429.
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 530 (APPPHYS 530),Electromagnetic Theory I,"Maxwell's equations, constitutive relations and boundary conditions. Potentials and the representation of electromagnetic fields. Uniqueness, duality, equivalence, reciprocity and Babinet's theorems. Plane, cylindrical, and spherical waves. Waveguides and elementary antennas. The limiting case of electro- and magneto-statics.",3,NA,EECS 330 or Physics 438.
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 531,Antenna Theory and Design,"Theory of transmitting and receiving antennas. Reciprocity. Wire antennas: dipoles, loops and traveling-wave antennas. Analysis and synthesis of linear arrays. Phased arrays. Input impedance and method of moments. Mutual impedance. Aperture antennas: slot, Babinet's principle. Microstrip antennas. Horns, reflector and lens antennas.",3,NA,EECS 330.
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 532 (AOSS 587),Microwave Remote Sensing I: Radiometry,"Radiative transfer theory: blackbody radiation; microwave radiometry; atmospheric propagation and emission; radiometer receivers; surface and volume scattering and emission; applications to meteorology, oceanography and hydrology.",3,NA,"EECS 330, graduate standing."
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 533,Microwave Measurements Laboratory,"Advanced topics in microwave measurements: power spectrum and noise measurement, introduction to state-of-the-art microwave test equipment, methods for measuring the dielectric constant of materials, polarimetric radar cross section measurements, near field antenna pattern measurements, electromagnetic emission measurement (EM compatibility). Followed by a project that will include design, analysis, and construction of a microwave subsystem.",3,NA,"EECS 330, Graduate Standing."
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 534,Design and Characterization of Microwave Devices and Monolithic Circuits,"Theory and design of passive and active microwave components and monolithic integrated circuits including: microstrip, lumped inductors and capacitors, GaAs FETs, varactor and mixer diodes, monolithic phase shifters, attenuators, amplifiers and oscillators.Experimental characterization of the above components using network analyzer, spectrum analyzer, power and noise meters. Lecture and laboratory.",4,NA,graduate standing EECS 421 or EECS 525.
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 535,Optical Information Processing,Theory of image formation with holography; applications of holography; white light interferometry; techniques for optical digital computing; special topics of current research interest.,3,NA,EECS 334.
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 536,Classical Statistical Optics,"Applications of random variables to optics; statistical properties of light waves. Coherence theory, spatial and temporal. Information retrieval; imaging through inhomogeneous media; noise processes in imaging and interferometric systems.",3,NA,"EECS 334 or EECS 434, and EECS 301 or MATH 425."
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 537 (APPPHYS 537),Classical Optics,"Theory of electromagnetic, physical, and geometrical optics. Classical theory of dispersion. Linear response, Kramers-Kronig relations, and pulse propagation. Light scattering. Geometrical optics and propagation in inhomogeneous media. Dielectric waveguides. Interferometry and theory of coherence. Diffraction, Fresnel and Fraunhofer. Gaussian beams and ABCD law.",3,NA,EECS 330 and EECS 334.
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 538 (APPPHYS 550) (PHYSICS 650),Optical Waves in Crystals,"Propagation of laser beams: Gaussian wave optics and the ABCD law. Manipulation of light by electrical, acoustical waves; crystal properties and the dielectric tensor; electro-optic, acousto-optic effects and devices. Introduction to nonlinear optics; harmonic generation, optical rectification, four-wave mixing, self-focusing and self-phase modulation.",3,NA,EECS 434.
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 539 (APPPHYS 551) (PHYSICS 651),Lasers,"Complete study of laser operation: the atom-field interaction; homogeneous and inhomogeneous broadening mechanisms; atomic rate equations; gain and saturation; laser oscillation; laser resonators, modes, and cavity equations; cavity modes; laser dynamics, Q-switching and modelocking. Special topics such as femto-seconds lasers and ultrahigh power lasers.",3,NA,EECS 537 and EECS 538.
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 540 (APPPHYS 540),Applied Quantum Mechanics I,"Introduction to nonrelativistic quantum mechanics. Summary of classical mechanics, postulates of quantum mechanics and operator formalism, stationary state problems (including quantum wells, harmonic oscillator, angular momentum theory and spin, atoms and molecules, band theory in solids), time evolution, approximation methods for time independent and time dependent interactions including electromagnetic interactions, scattering.",3,NA,permission of instructor.
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 541 (APPPHYS 541),Applied Quantum Mechanics II,"Continuation of nonrelativistic quantum mechanics. Advanced angular momentum theory, second quantization, non-relativistic quantum electrodynamics, advanced scattering theory, density matrix formalism, reservoir theory.",3,NA,EECS 540.
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 542,Advanced Topics in Computer Vision,"The course discusses advanced topics and current research in computer vision. Topics will be selected from various subareas such as physics based vision, geometry, motion and tracking, reconstruction, grouping and segmentation, recognition, activitiy and scene understanding, statisitcal methods and learning, systems and applications.",3,NA,EECS 442 or permission of instructor.
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 543,Knowledge-Based Systems,"Techniques and principles for developing application software based on explicit representation and manipulation of domain knowledge, as applied to areas such as pattern matching, problem-solving, automated planning and natural-language processing. Discussion of major programming approaches used in the design and development of knowledge-based systems.",3,NA,EECS 281 and graduate standing or permission of instructor.
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 545,Machine Learning,"Survey of recent research on learning in artificial intelligence systems. Topics include learning based on examples, instructions, analogy, discovery, experimentation, observation, problem-solving and explanation. The cognitive aspects of learning will also be studied.",3,NA,EECS 492.
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 546 (APPPHYS 546),Ultrafast Optics,"Propagation of ultrashort optical pulses in linear and nonlinear media, and through dispersive optical elements. Laser mode-locking and ultrashort pulse generation. Chirped-pulse amplification. Experimental techniques for high time resolution. Ultrafast Optoelectronics. Survey of ultrafast high field interactions.",3,NA,EECS 537.
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 547 (SI 652),Electronic Commerce,"Introduction to the design and analysis of automated commerce systems, from both a technological and social perspective. Infrastructure supporting search for commerce opportunities, negotiating terms of trade and executing transactions. Issues of security, privacy, incentives and strategy.",3,NA,EECS 281 or SI 502 or permission of instructor.
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 548 (SI 649),Information Visualizaiton,"Introduction to information visualization.  Topics include data and image models, multidimensional and multivariate data, design principles for visualization, hierarchical, network, textual and collaborative visualization, the visualization pipeline, data processing for visualization, visual representations, visualization system interaction design, and impact of perception.  Emphasizes construction of systems using graphics application programming interfaces (APIs) and analysis tools.",3,NA,EECS 493 or equivalent or Graduate standing.
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 549 (SI 650),Information Retrieval,"Information retrieval studies the interaction between users and large information environments.  An in-depth survey of the field from classic concepts to state-of-the-art applications such as crawlers and spiders.  Topics include information need, documents and queries, indexing and searching, retrieval evaluation, multimedia ans hypertext search, Web search, and bibliographical databases.",3,NA,EECS 502 or equivalent.
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 550,Information Theory,"Measures of information, such as entropy, conditional entropy, mutual and directed information and Kullback-Leibler divergence; fundamental limits to the performance of communication systems, including source coding (data compression) and channel coding (reliable transmission through noisy media); elementary source and channel coding techniques; information theoretic bounds on the performance of estimation/decision systems.",3,NA,EECS 501.
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 551,"Matrix Methods for Signal Processing, Data Analysis and Machine Learning","Theory and application of matrix methods to signal processing, data analysis and machine learning. Theoretical topics include subspaces, eigenvalue and singular value decomposition, projection theorem, constrained, regularized and unconstrained least squares techniques and iterative algorithms. Applications such as image deblurring, ranking of webpages, image segmentation and compression, social networks, circuit analysis, recommender systems and handwritten digit recognition. Applications and theory are covered in greater depth than in EECS 453.",4,NA,EECS 451 or graduate Standing. Credit cannot be received for both EECS 453 and 551.
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 552 (APPPHYS 552),Fiber Optics: Internet to Biomedical Applications,"This course covers the basics of fibers and applications in fields as diverse as highpower and broadband lasers, bio-medical diagnostics and therapeutics, telecommunications and internet communications. Propagation, optical amplification and nonlinearities in fibers are discussed, and examples include transmission systems and lasers. Biomedical applications include dermatology, cardiology and opthamology.<strong>EECS 553. Theory and Practice of Data Compression",3,NA,"Any one of EECS 334, EECS 429, EECS 434, EECS 529, EECS 537, EECS 538, EECS 539 or permission of instructor."
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 552 (APPPHYS 552),Fiber Optics: Internet to Biomedical Applications,"This course covers the basics of fibers and applications in fields as diverse as highpower and broadband lasers, bio-medical diagnostics and therapeutics, telecommunications and internet communications. Propagation, optical amplification and nonlinearities in fibers are discussed, and examples include transmission systems and lasers. Biomedical applications include dermatology, cardiology and opthamology.<strong>EECS 553. Theory and Practice of Data Compression",3,NA,"Any one of EECS 334, EECS 429, EECS 434, EECS 529, EECS 537, EECS 538, EECS 539 or permission of instructor."
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 554,Introduction to Digital Communication and Coding,"Digital transmission of information across discrete and analog channels. Sampling; quantization; noiseless source codes for data compression: Huffman's algorithm and entropy; block and convolutional channel codes for error correction; channel capacity; digital modulation methods: PSK, MSK, FSK, QAM; matched filter receivers. Performance analysis: power, bandwidth, data rate and error probability.",3,NA,EECS 216 and EECS 301.
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 555,Digital Communication Theory,"Theory of digital modulation and coding. Optimum receivers in Gaussian noise. Signal space and decision theory. Signal design. Bandwidth and dimensionality. Fundamental limits in coding and modulation. Capacity and cutoff rate. Block, convolutional and trellis coding. Continuous phase modulation. Filtered channels and intersymbol interference. Equalization. Spread-spectrum. Fading channels. Current topics.",3,NA,"EECS 501, EECS 554."
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 556,Image Processing,"Theory and application of digital image processing. Sampling, filtering, 2D Fourier transforms, interpolation, edge detection, enhancement, denoising, restoration, segmentation, random field models of images, Bayesian methods, wavelets and sparsity models. Applications include optical imaging, biomedical images, video and image compression.  Student projects based on recent image processing literature.",3,NA,"EECS 501,"
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 557,Communication Networks,"System architectures. Data link control: error correction, protocol analysis, framing. Message delay: Markov processes, queuing, delays in statistical multiplexing, multiple users with reservations, limited service, priorities. Network delay: Kleinrock independence, reversibility, traffic flows, throughput analysis, Jackson networks. Multiple access networks: ALOHA and splitting protocols, carrier sensing, multi-access reservations.",3,NA,"graduate standing, preceded by EECS 301 or accompanied by EECS 501."
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 558,Stochastic Control,"Analysis and optimization of controlled stochastic systems. Models: linear and nonlinear stochastic controlled systems, controlled Markov chains. Optimization of systems described by Markov processes; dynamic programming under perfect and imperfect information, finite and infinite horizons. System identification: off-line, recursive. Stochastic adaptive control: Markov chains, self-tuning regulators, bandit problems.",3,NA,"EECS 501, EECS 560."
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 559,Advanced Signal Processing,"Estimators of second order properties of random processes: nonparametric and model-based techniques of spectral estimation, characterization of output statistics for nonlinear systems, time-frequency representations. Performance evaluation using asymptotic techniques and Monte Carlo simulation. Applications include speech processing, signal extrapolation, multidimensional spectral estimation, and beamforming.",3,NA,EECS 551 and EECS 501.
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 560 (AEROSP 550) (CEE 571) (MECHENG 564),Linear Systems Theory,"Linear spaces and linear operators. Bases, subspaces, eigenvalues and eigenvectors, canonical forms. Linear differential and difference equations. Mathematical representations: state equations, transfer functions, impulse response, matrix fraction and polynomial descriptions. System-theoretic concepts: causality, controllability, observability, realizations, canonical decomposition, stability.",4,NA,graduate standing.
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 561 (MECHENG 561),Design of Digital Control Systems,"Sampling and data reconstruction. Z-transforms and state variable descriptions of discrete-time systems. Modeling and identification. Analysis and design using root locus, frequency response and state space techniques. Linear quadratic optimal control and state estimation. Quantization and other nonlinearities.",3,NA,EECS 460 or MECHENG 461.
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 562 (AEROSP 551),Nonlinear Systems and Control,"Introduction to the analysis and design of nonlinear systems and nonlinear control systems. Stability analysis using Liapunov, input-output and asymptotic methods. Design of stabilizing controllers using a variety of methods: linearization, absolute stability theory, vibrational control, sliding modes and feedback linearization.",3,NA,graduate standing.
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 564,"Estimation, Filtering, and Detection","Principles of estimation, linear filtering and detection. Estimation: linear and nonlinear minimum mean squared error estimation, and other strategies. Linear filtering: Wiener and Kalman filtering. Detection: simple, composite, binary and multiple hypotheses. Neyman-Pearson and Bayesian approaches.",3,NA,EECS 501.
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 565 (AEROSP 580),Linear Feedback Control Systems,"Control design concepts for linear multivariable systems. Review of single variable systems and extensions to multivariable systems. Purpose of feedback. Sensitivity, robustness, and design tradeoffs. Design formulations using both frequency domain and state space descriptions. Pole placement/observer design. Linear quadratic Gaussian based design methods. Design problems unique to multivariable systems.",3,NA,EECS 460 or AEROSP 348 or MECHENG 461 and AEROSP 550
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 566,Discrete Event Systems,"Modeling, analysis, and control of discrete event dynamical systems.  Modeling formalisms considered include state machines, Petri nets, and recursive processes.  Supervisory control theory; notions of controllable and observable languages.  Analysis and control of Petri nets. Communicating sequential processes.  Applications to database, management, manufacturing, and communication protocols.",3,NA,graduate standing
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 567 (MFG 567) (MECHENG 567),Robot Kinematics and Dynamics,"Geometry, kinematics, differential kinematics, dynamics, and control of robot manipulators. The mathematical tools required to describe spatial motion of a rigid body will be presented in full. Motion planning including obstacle avoidance is also covered.",3,NA,graduate standing or permission of instructor
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 568,(,"Theory and applications of probabilistic techniques for autonomous mobile robotics. This course will present and critically examine contemporary algorithms for robot perception (using a variety of modalities), state estimation, mapping, and path planning. Topics include Bayesian filtering; stochastic representations of the environment; motion and sensor models for mobile robots; algorithms for mapping, localization, planning and control in the presence of uncertainty; application to autonomous marine, ground and air vehicles.",4,NA,Graduate Standing or permission of instructor.
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 568,(,"Theory and applications of probabilistic techniques for autonomous mobile robotics. This course will present and critically examine contemporary algorithms for robot perception (using a variety of modalities), state estimation, mapping, and path planning. Topics include Bayesian filtering; stochastic representations of the environment; motion and sensor models for mobile robots; algorithms for mapping, localization, planning and control in the presence of uncertainty; application to autonomous marine, ground and air vehicles.",4,NA,Graduate Standing or permission of instructor.
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 568,(,"Theory and applications of probabilistic techniques for autonomous mobile robotics. This course will present and critically examine contemporary algorithms for robot perception (using a variety of modalities), state estimation, mapping, and path planning. Topics include Bayesian filtering; stochastic representations of the environment; motion and sensor models for mobile robots; algorithms for mapping, localization, planning and control in the presence of uncertainty; application to autonomous marine, ground and air vehicles.",4,NA,Graduate Standing or permission of instructor.
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 569 (MFG 564),Production Systems Engineering,"Production Systems Engineering (PSE) investigates fundamental laws that govern production systems and utilizes them for analysis, design, and continuous improvement.  the topics covered include quantitative methods for analysis and design, improvability, measurement-based management, and the PSE Toolbox.  the skills acquired will make students marketable as engineering managers of manufacturing organizations.",3,NA,none.
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 570,Parallel Computer Architecture,"Architectures for explicit parallelism. Multithreaded processors, small- and large-scale multiprocessor systems. Shared-memory coherence and consistency. Effect of architecture on communication latency, bandwidth, and overhead. Latency tolerance techniques. Interconnection networks. Case studies. Term projects.",4,NA,EECS 470.
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 571,Principles of Real-Time Computing,"Principles of real-time computing based on high performance, ultra reliability and environmental interface. Architectures, algorithms, operating systems and applications that deal with time as the most important resource. Real-time scheduling, communications and performance evaluation.",4,NA,"EECS 470, EECS 482 or permission of instructor."
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 573,Microarchitecture,"Graduate-level introduction to the foundations of high performance microprocessor implementation. Problems involving instruction supply, data supply and instruction processing. Compile-time vs. run-time tradeoffs. Aggressive branch prediction. Wide-issue processors, in-order vs. out-of-order execution, instruction retirement. Case studies taken from current microprocessors.",3,NA,EECS 470 or permission of instructor.
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 574,Computational Complexity,"Fundamentals of the theory of computation and complexity theory. Computability, undecidability, and logic. Relations between complexity classes, NP-completeness, P-completeness, and randomized computation. Applications in selected areas such as cryptography, logic programming, theorem proving, approximation of optimization problems, or parallel computing.",4,NA,EECS 376 or graduate standing.
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 575,Advanced Cryptography,"A rigorous introduction to the design of cryptosystems and to cryptanalysis. Topics include cryptanalysis of classical cryptosystems; theoretical analysis of one-way functions; DES and differential cryptanalysis; the RSA cryptosystem; ElGamal, elliptic, hyperelliptic and hidden mononomial cryptosystems; attacks on signature schemes, identification schemes and authentication codes; secret sharing; and zero knowledge.",4,NA,EECS 203 or equivalent
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 578,Correct Operation for Processors and Embedded Systems,<i> Minimum grade required for course enforced prerequisite is C. (4 credits),4,NA,EECS 470 or graduate standing or permission of instructor.
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 579,Digital System Testing,Overview of fault-tolerant computing. Fault sources and models. Testing process. Combinational circuit testing. D-Algorithm and PODEM. Sequential circuit testing. Checking experiments. RAM and microprocessor testing. Fault simulation. Design for testability. Testability measures. Self-testing circuits and systems.,4,NA,graduate standing.
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 580,Advanced Computer Graphics,<i>EECS 487 (or equivalent) or graduate standing. (4 credits),4,NA,
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 581,Software Engineering Tools,"Fundamental areas of software engineering including life-cycle-paradigms, metrics and tools. Information hiding architecture, modular languages, design methodologies, incremental programming and very high level languages.",3,NA,EECS 481 or equivalent programming experience.
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 582,Advanced Operating Systems,"Course discusses advanced topics and research issues in operating systems. Topics will be drawn from a variety of operating systems areas such as distributed systems and languages, networking, security and protection, real-time systems, modeling and analysis, etc.",4,NA,EECS 482.
