department,code,title,description,credit,advised_requisite,pre_requisite
Aerospace Engineering Courses | Michigan Engineering,AEROSP 625,Advanced Topics in Turbulent Flow,"Fundamentals of turbulent shear flows, with emphasis on dimensional reasoning and similarity scaling. Development of laminar shear flows, instability and transition to turbulent flow, kinetic and scalar energy transport mechanisms in turbulent shear flows, critical examination of numerical methods for turbulent flows, comparisons with experiments.",3,NA, AEROSP 525.
Aerospace Engineering Courses | Michigan Engineering,AEROSP 627,Advanced Gas Dynamics,"Linear and nonlinear surface waves. Flow instabilities; nonlinear stability analysis. Vorticity dynamics: vortex motions, instabilities and breakdown. Boundary layers: steady and unsteady interactions; nonlinear instability.",3,NA," AEROSP 520, AEROSP 522."
Aerospace Engineering Courses | Michigan Engineering,AEROSP 633,Advanced Combustion,"Thermodynamics of gas mixtures, chemical kinetics, conservation equations for multi-component reacting gas mixtures, deflagration and detonation waves. Nozzle flows and boundary layers with reaction and diffusion.",3,NA, AEROSP 533.
Aerospace Engineering Courses | Michigan Engineering,AEROSP 714,Special Topics in Structural Mechanics,,0,NA, permission of instructor. Term offered depends on special topic
Aerospace Engineering Courses | Michigan Engineering,AEROSP 729,Special Topics in Gas Dynamics,Advanced topics of current interest.,0,NA, permission of instructor
Aerospace Engineering Courses | Michigan Engineering,AEROSP 740,Special Topics in Flight Dynamics and Control Systems,,0,NA,(to be arranged)
Aerospace Engineering Courses | Michigan Engineering,AEROSP 285,Aerospace Engineering Seminar,"Seminars by noted speakers, designed to acquaint undergraduates with contemporary technologies and broader issues in the global aerospace enterprise.  Technical communications based upon the seminars. <a class=""external-link"" href=""https://art.ai.umich.edu/course/AEROSP%20285"" target=""_self"" title="""">View course profile.",1,NA, preceded or accompanied by AEROSP 201.
Aerospace Engineering Courses | Michigan Engineering,AEROSP 810,Seminar in Structures,,0,NA,(to be arranged)
Aerospace Engineering Courses | Michigan Engineering,AEROSP 820,Seminar in Aerodynamics,,0,NA,(to be arranged)
Aerospace Engineering Courses | Michigan Engineering,AEROSP 830,Seminar in Propulsion,,0,NA,(to be arranged)
Aerospace Engineering Courses | Michigan Engineering,AEROSP 740,Special Topics in Flight Dynamics and Control Systems,,0,NA,(to be arranged)
Aerospace Engineering Courses | Michigan Engineering,AEROSP 990,Dissertation/Pre-Candidate,"Dissertation work by doctoral student not yet admitted to status as candidate. The defense of the dissertation, that is, the final oral examination, must be held under a full-term candidacy enrollment.",1,NA,1-4 credits)
Aerospace Engineering Courses | Michigan Engineering,AEROSP 995,Dissertation/Candidate,"Election for dissertation work by a doctoral student who has been admitted to candidate status. The defense of the dissertation, that is, the final oral examination, must be held under a full-term candidacy enrollment.",4,NA, Graduate School authorization for admission as a doctoral candidate.
