department,code,title,description,credit,advised_requisite,pre_requisite
Industrial and Operations Engineering Courses | Michigan Engineering,IOE 691,Special Topics,Selected topics of current interest in industrial and operations engineering.,0,NA,permission of instructor.
Industrial and Operations Engineering Courses | Michigan Engineering,IOE 712,Infinite Horizon Optimization,"A seminar on optimization problems with an infinite time horizon. Topics include topological properties, optimality definitions, decision/forecast horizons, regenerative models and stopping rules. Applications discussed include capacity expansion, equipment replacement and production/ inventory control.",3,NA,IOE 512.
Industrial and Operations Engineering Courses | Michigan Engineering,IOE 800,First-Year Doctoral Seminar,"Presentation by IOE faculty members of current and future research activities within the department. Discussion of procedural, philosophical and professional aspects of doctoral studies in industrial and operations engineering.",1,NA,permission of instructor.
Industrial and Operations Engineering Courses | Michigan Engineering,IOE 801,First-Year Doctoral Directed Research,"A research project is performed on a topic of mutual interest to the student and  advisor.  A proposal is submitted and approved prior to the start of the term, and  a final report is due on the last day of scheduled classes.  The student registers for the section number of his/her advisor.",1,NA,"IOE Ph.D. pre-candidacy, permission of instructor."
Industrial and Operations Engineering Courses | Michigan Engineering,IOE 802,Written and Oral Academic Presentations,"The Dissertation Proposal is used as a platform for developing written and oral presentation skills as students prepare for the IOE Preliminary exam. Topics and assignments include: key elements of NIH and NSF proposals, writing the dissertation proposal and preparing/delivering oral presentations.",2,NA,IOE 800 and IOE 801.
Industrial and Operations Engineering Courses | Michigan Engineering,IOE 813,Seminars in Healthcare Systems Engineering,"Healthcare is critical to society and has a major impact on our economy. In this course, focused around weekly seminars by leading scholars in this important area, we provide a broad overview to ways systems engineering can improve the delivery of healthcare: decreasing costs, reducing error and developing innovations.",2,NA,graduate standing or permission of instructor.
Industrial and Operations Engineering Courses | Michigan Engineering,IOE 836,Seminar in Human Performance,Case studies of research techniques used in the human performance and safety fields. Speakers actively engaged in research will discuss their methods and results.,1,NA,graduate standing.
Industrial and Operations Engineering Courses | Michigan Engineering,IOE 837,Seminar in Occupational Health and Safety Engineering,"This seminar provides an opportunity for graduate students interested in occupational health and safety engineering problems to become acquainted with various related contemporary research and professional activities, as presented by both staff and guest speakers.",1,NA,graduate standing.
Industrial and Operations Engineering Courses | Michigan Engineering,IOE 899,Seminar in Industrial and Operations Engineering,Presentation by IOE faculty members and outside speakers on current and future research activities in industrial and operations engineering.,1,NA,permission of instructor; not for master's degree; mandatory satisfactory/unsatisfactory.
Industrial and Operations Engineering Courses | Michigan Engineering,IOE 990,Dissertation Research: Pre-Candidate,"Dissertation work by doctoral student who has passed the IOE Qualifying Exam with Pass or Conditional Pass, but is not yet admitted to candidacy. Student must register for the section number of the instructor/advisor. The defense of the dissertation, that is, the final oral examination, must be held under a full-term candidacy enrollment.",1,NA,Completion of IOE Qualifying Exam and permission of instructor.
Industrial and Operations Engineering Courses | Michigan Engineering,IOE 995,Dissertation Research: Candidate,"Dissertation research by a doctoral student who has been admitted to Candidacy. Student must register for the section number of the instructor/advisor. The defense of the dissertation (e.g., the final oral examination) must be held under a full-term candidacy enrollment.",4,NA,Graduate School authorization for admission as a doctoral candidate and permission of the instructor.
