department,code,title,description,credit,advised_requisite,pre_requisite
Civil and Environmental Engineering Courses | Michigan Engineering,CEE 582,Environmental Microbiology,"<span>Introductions to microbial metabolic processes and nutrition, thermodynamics of growth and energy generation, genetic and metabolic diversity, evolution and systematics, laboratory methods and microbial ecology. Emphasis is placed on the application of these concepts to environmental biotechnology, including microbial treatment of water and wastewater, bioenergy production and pollutant degradation.",3,NA,Chem 130 and senior or graduate standing.
Civil and Environmental Engineering Courses | Michigan Engineering,CEE 583,Surfaces and Interfaces in Aquatic Systems,"Introduction to the principles of surface and interfacial aquatic chemistry, surface complexation theory, and interfacial phenomena. Topics covered include capillarity, wettability, surface tension, contact angle and surface active agents; surface-chemical aspects of adsorption, ion-exchange, and electrical double layer theory. Discussion of the effects of surfaces and interfaces on transformation reactions of aquatic pollutants.",3,NA,CEE 581 or permission of instructor.
Civil and Environmental Engineering Courses | Michigan Engineering,CEE 584 (EIHLTH 667),Hazardous Waste Processes,"The study of thermal, chemical and other systems and processes used in the detoxification of hazardous wastes, other than radioactive wastes.",3,NA,(3 credits)
Civil and Environmental Engineering Courses | Michigan Engineering,CEE 585 (ENSCEN 585),Solid Waste Management,"The study of methods for managing the solid wastes generated by urban communities, evaluating alternatives and design of disposal facilities. Methods for minimizing adverse effects on the human health and environment are included.",3,NA,(3 credits)
Civil and Environmental Engineering Courses | Michigan Engineering,CEE 586 (NRE 557),Industrial Ecology,"Analysis of material and energy flows in industrial systems to enhance eco-efficiency and sustainability. Methods: life cycle assessment quantifies energy, waste, emissions (greenhouse gases) for materials production, manufacturing, product use, recovery/disposition. Life cycle design integrate environmental, performance, economic and regulatory objectives. Multi-objective analysis, engineering design analysis, cross-functional teamwork, large sea modeling skills.",3,NA,senior standing.
Civil and Environmental Engineering Courses | Michigan Engineering,CEE 587 (NRE 558),Water Resource Policy,"Consideration of policy processes associated with the development and utilization of water resources. Special attention is given to the history and development of policy related to water quality. Multi-objective planning is presented. Consideration of institutional problems associated with the implementation of water policy in the federal, state, regional and local arenas.",3,NA,senior or graduate standing.
Civil and Environmental Engineering Courses | Michigan Engineering,CEE 589 (NRE 595),Risk and Benefit Analysis in Environmental Engineering,Introduction to techniques of risk-benefit analysis as applied to water resources and environmental engineering. Techniques of multi-objective water resource planning. The engineering political interfaces; consideration of political bargaining and decision-making.,3,NA,senior or graduate standing.
Civil and Environmental Engineering Courses | Michigan Engineering,CEE 590,"Stream, Lake, and Estuary Analysis","Development of mass balance equations for the characteristics and spatial and temporal distributions of contaminants in natural aquatic systems. Role of biochemical kinetics and mass transfer processes on oxygen resources in streams, lakes and estuaries. Demonstration of case studies and applied problems.",3,NA,CEE 460 or permission of instructor.
Civil and Environmental Engineering Courses | Michigan Engineering,CEE 591,Environmental Fluid Mechanics,"Fundamentals of fluid mechanics applications to the environment. Gravity and tidal waves. Internal waves and stratified flow. Models for turbulent flow. Effects of the earth's rotation, wind-driven currents and boundary resistance. Mass transfer at interfaces, entrainment and mixing. Flocculation and settling of colloidal particles. Shear dispersion in stream and estuaries.",3,NA,CEE 325 or equivalent
Civil and Environmental Engineering Courses | Michigan Engineering,CEE 592,Biological Processes in Environmental Engineering,"Theoretical principles, qualitative and quantitative description of suspended growth and biofilm processes, as applicable to wastewater treatment and the bioremediation of soils, sediments and groundwater. Bioremediation processes discussed include bioventing and biosparging, in situ intrinsic and enhanced bioremediation of chlorinated and non-chlorinated compounds.",3,NA,CEE 460.
Civil and Environmental Engineering Courses | Michigan Engineering,CEE 593,Environmental Soil Physics,"Principles of soil physics with emphasis on environmental problems. Topics include characteristics of solid, liquid and gaseous components of soil; capillarity, air entrapment and the static distribution of water in the unsaturated zone; infiltration, exfiltration and the redistribution of water. Extension of principles to movement of organic liquids in subsurface.",3,NA,CEE 428 or CEE 345.
Civil and Environmental Engineering Courses | Michigan Engineering,CEE 594,Environmental Soil Chemistry,"Introduction to the principles of soil chemistry. Topics covered include chemical composition of soils, chemical structure of minerals and soil organic matter, soil colloidal phenomena, sorption, ion-exchange, surface complexation theory, reactivity of soil constituents with inorganic and organic environmental contaminants. Emphasis on the relationship between chemical structure and reactivity.",3,NA,CEE 581.
Civil and Environmental Engineering Courses | Michigan Engineering,CEE 595,Field Methods in Hydrogeochemistry,"Intensive field laboratory and lecture sessions providing hands-on experience in sampling and analysis of groundwater and aquifer materials for hydrogeologic and geochemical purposes. The course emphasizes field experimental design, execution and evaluation at actual sites of ground-water/soil contamination.<strong>CEE 596. Chemical Fate and Transport",3,NA,CEE 428.
Civil and Environmental Engineering Courses | Michigan Engineering,CEE 595,Field Methods in Hydrogeochemistry,"Intensive field laboratory and lecture sessions providing hands-on experience in sampling and analysis of groundwater and aquifer materials for hydrogeologic and geochemical purposes. The course emphasizes field experimental design, execution and evaluation at actual sites of ground-water/soil contamination.<strong>CEE 596. Chemical Fate and Transport",3,NA,CEE 428.
Civil and Environmental Engineering Courses | Michigan Engineering,CEE 595,Field Methods in Hydrogeochemistry,"Intensive field laboratory and lecture sessions providing hands-on experience in sampling and analysis of groundwater and aquifer materials for hydrogeologic and geochemical purposes. The course emphasizes field experimental design, execution and evaluation at actual sites of ground-water/soil contamination.<strong>CEE 596. Chemical Fate and Transport",3,NA,CEE 428.
Civil and Environmental Engineering Courses | Michigan Engineering,CEE 595,Field Methods in Hydrogeochemistry,"Intensive field laboratory and lecture sessions providing hands-on experience in sampling and analysis of groundwater and aquifer materials for hydrogeologic and geochemical purposes. The course emphasizes field experimental design, execution and evaluation at actual sites of ground-water/soil contamination.<strong>CEE 596. Chemical Fate and Transport",3,NA,CEE 428.
Civil and Environmental Engineering Courses | Michigan Engineering,CEE 611,Earthquake Engineering,"This course is to serve as an introduction to the field of earthquake engineering, specifically the seismic behavior and design of structures. Topics include: tectonic theory; engineering characterization of earthquakes; probabilistic hazard analysis; structural modeling and analysis; response of structures during earthquakes; performance-based design; seismic detailing considerations; selected advanced topics.",3,NA,"CEE 511, and CEE 512, or equivalent."
Civil and Environmental Engineering Courses | Michigan Engineering,CEE 613,Metal Structural Members,Elastic and inelastic behavior of beams and columns. Torsion of open and box members. Combined bending and torsion. Buckling of beams and beam-columns. Frame buckling. Behavior of steel and aluminum structural members in studies with reference to their code design procedures.,3,NA,CEE 413.
Civil and Environmental Engineering Courses | Michigan Engineering,CEE 614,Advanced Prestressed Concrete,Prestressing in statically indeterminate structures: prestressed concrete slabs; analysis and design of partially prestressed concrete beams; nonlinear analysis; optimum design; members prestressed with unbonded tendons; external prestressing; prestressed tensile members; prestressing with FRPs. Special research and/or application related topics.,3,NA,CEE 514.
Civil and Environmental Engineering Courses | Michigan Engineering,CEE 615,Reinforced Concrete Members,"Inelastic behavior of reinforced concrete beams, columns and connections. Combined bending, shear and torsion in beams. Use of strut and tie models. Behavior under load reversals and development of appropriate hysteresis models.",3,NA,CEE 415.
Civil and Environmental Engineering Courses | Michigan Engineering,CEE 622,Special Problems in Hydraulic Engineering or Hydrology,Assigned work on an individual basis. Problems of an advanced nature may be selected from a wide variety of topics.,0,NA,permission of instructor.
Civil and Environmental Engineering Courses | Michigan Engineering,CEE 624,Restoration Fundamentals and Practice in Aquatic Systems,"The topics to be covered in the lectures are Sediment transport, Fluid mechanics/bluff body flows—Hydraulics, Geomorphology, Dimensional analysis, Field measurement techniques—Particle Image Velocimetry, Acoustic Doppler Velocimetry, flow and wave gauges. Biological overview: fishes, macrobenthos, plants. Current restoration techniques in a variety of environments.",3,NA,
Civil and Environmental Engineering Courses | Michigan Engineering,CEE 625 (NRE 624),Geostatistical Modeling of Uncertainty,Risk assessment: parametric and non-parametric approaches. Optimal estimates. Decision making in the face of uncertainty. Classification of categorical attributes. Stochastic spatial simulation: continuous and categorical environmental attributes. Propagation of uncertainty. Soil and water pollution data will be analyzed using geostatistical software.,3,NA,CEE 570.
Civil and Environmental Engineering Courses | Michigan Engineering,CEE 628,Numerical Modeling of Subsurface Flow,"Application of numerical solution methods, including finite differences, finite elements, boundary elements and method of characteristics to various subsurface flow problems: saturated isothermal flow, solute transport, multiphase flow, geothermal reservoirs, use and modification of existing models in addition to new code development.",3,NA,CEE 528 or CEE 593 and Math 471.
Civil and Environmental Engineering Courses | Michigan Engineering,CEE 630,Directed Studies in Construction Engineering,Selected reading in specific construction areas.,1,NA,graduate standing.
Civil and Environmental Engineering Courses | Michigan Engineering,CEE 631,Construction Decisions Under Uncertainty,"Construction project and organization decisions for the uncertain future. Selection of construction method, equipment, contract, markup and financing alternatives having the highest expected values. Uses decision theory, competitive bid analysis, probabilistic modeling and simulation and multiple regression analysis in managing construction.",3,NA,A course in probability or statistics such as Stat 310 or Stat 311 or SMS 301.
Civil and Environmental Engineering Courses | Michigan Engineering,CEE 645,Theoretical Soil Mechanics,Stress conditions for failure of soils; earth pressures and retaining walls; arching in soils; theories for elastic and plastic deformations of soil masses; theory of bearing capacity; theories for stresses in semi-infinite and layered elastic solids; theory of elastic subgrade reaction.,3,NA,permission of instructor.
Civil and Environmental Engineering Courses | Michigan Engineering,CEE 646,Geophysical Techniques in Environmental Geotechnology,"Introduction to geophysical techniques currently available for use in environmental geotechnology. Principles on which methods are based. Site characterization, pore fluid identification, buried object location by these non-intrusive, non-destructive tests. AI programming for selection of appropriate methods. Case studies in use of geophysical methods.",3,NA,CEE 345.
Civil and Environmental Engineering Courses | Michigan Engineering,CEE 648,Dynamics of Soils and Foundations,Transient and steady state vibrations of foundations; phase plane analysis of foundations with one and two degrees of freedom; dynamic properties of soils; vibration transmission through soils.,3,NA,CEE 345.
Civil and Environmental Engineering Courses | Michigan Engineering,CEE 649,Civil Engineering Vibrations Laboratory,Field and laboratory determination of dynamic material properties; measurement of vibration of structures and foundations; introduction to electronics for dynamic measurements; introduction to holographic interferometry.,2,NA,"CEE 611, preceded or accompanied by CEE 648."
Civil and Environmental Engineering Courses | Michigan Engineering,CEE 650,Advanced Fiber Reinforced Concrete for Sustainable Infrastructure,"<span>This course surveys scale linkage in built infrastructure systems and its interaction with the natural environment. Fundamental analytic tools from fracture mechanics and micromechanics are introduced. Topics include elastic crack mechanics, energy principles, fiber cement composite design, infrastructure durability and material damage mechanics as it impacts infrastructure life cycle analyses.",3,NA,CEE 351 or graduate standing.
Civil and Environmental Engineering Courses | Michigan Engineering,CEE 651,Directed Studies in Civil Engineering Materials,Individual studies in specific civil engineering materials areas.,1,NA,graduate standing.
Civil and Environmental Engineering Courses | Michigan Engineering,CEE 679,Infrastructure Systems Project,This course provides students in the Infrastructure Systems program with an integrated view of how fundamental system theory is applied to the civil and environmental engineering domains. Students undertake a semester long research project as an independent study effort and are expected to attend weekly seminars involving students and faculty.,3,NA,(3 credits)
Civil and Environmental Engineering Courses | Michigan Engineering,CEE 682,Special Problems in Environmental Engineering,"Special problems designed to develop perspective and depth of comprehension in selected areas of sanitary, environmental or water resources engineering.",0,NA,permission of instructor.
Civil and Environmental Engineering Courses | Michigan Engineering,CEE 686 (CHE 686),Case Studies in Environmental Sustainability,Case studies focusing on utilization of principles of environmental sustainability in professional practice.  Development of environmental literacy through study of both current and historical environmental issues.,2,NA,senior or graduate standing.
Civil and Environmental Engineering Courses | Michigan Engineering,CEE 687 (EIHLTH 617),Special Problems in Solid Waste Engineering,Application of principles presented in CEE 585 to engineering and environmental health problems in the collection and disposal of solid wastes; comprehensive analysis and report assigned on individual student basis.,0,NA,CEE 585 and permission of instructor; mandatory satisfactory/unsatisfactory.
Civil and Environmental Engineering Courses | Michigan Engineering,CEE 692,Biological and Chemical Degradation of Pollutants,"Biological and chemical mechanisms and pathways of organic pollutant degradation under environmental conditions. Biological: substitution, elimination, redox reactions; enzyme participation. Chemical: substitution, elimination reactions, linear free-energy, applications. Pollutants include: aliphatic and aromatic compounds, both with and without halogen substituents.",3,NA,CEE 582 or permission of instructor.
Civil and Environmental Engineering Courses | Michigan Engineering,CEE 693,Environmental Molecular Biology,Principles and techniques of molecular biology with an emphasis on genetic analysis of enzymatic systems capable of pollutant degradation: Genetic systems and gene probing in unusual prokaryotes: Use of molecular biological techniques for the enumeration and characterization of natural microbial communities: Biochemistry and kinetics of enzymatic systems. Lectures and laboratory.,3,NA,CEE 592 or permission of instructor.
Civil and Environmental Engineering Courses | Michigan Engineering,CEE 810,Special Topics in Structures and Materials,Preparation and presentation of reports covering assigned topics.,0,NA,(to be arranged)
Civil and Environmental Engineering Courses | Michigan Engineering,CEE 811,Structural Engineering Project,"This course provides structural engineering students an integrated view of analysis and design aspects for various structural systems. Topics include evaluation of gravity, wind and earthquake load and displacement demands, selection and proportioning of structural systems and foundation design. The course features bi-weekly seminars involving students, faculty and practicing engineers. <strong>CEE 812. Structural Engineering Graduate Seminar",1,NA,Enforced
Civil and Environmental Engineering Courses | Michigan Engineering,CEE 811,Structural Engineering Project,"This course provides structural engineering students an integrated view of analysis and design aspects for various structural systems. Topics include evaluation of gravity, wind and earthquake load and displacement demands, selection and proportioning of structural systems and foundation design. The course features bi-weekly seminars involving students, faculty and practicing engineers. <strong>CEE 812. Structural Engineering Graduate Seminar",1,NA,Enforced
Civil and Environmental Engineering Courses | Michigan Engineering,CEE 830,Construction Engineering and Management Seminar,Assigned reading and student reports on problems selected from the field of construction engineering and management.,0,NA,(to be arranged)
Civil and Environmental Engineering Courses | Michigan Engineering,CEE 840,Geotechnical Engineering Seminar,Presentation and discussion of selected topics relating to geotechnical engineering practice and research by invited lecturers.,1,NA,Graduate standing
Civil and Environmental Engineering Courses | Michigan Engineering,CEE 880,Seminar in Environmental and Water Resources Engineering,Presentation and discussion of selected topics relating to environmental and water resources engineering. Student participation and guest lecturers.,1,NA,none.
Civil and Environmental Engineering Courses | Michigan Engineering,CEE 881,Environmental and Water Resources Engineering Seminar,Presentation and discussion of selected topics relating to environmental and water resources engineering. Student participation and guest lectures.,1,NA,graduate standing
Civil and Environmental Engineering Courses | Michigan Engineering,CEE 910,Structural Engineering Research,"Assigned work in structural engineering as approved by the professor of structural engineering. A wide range of subject matter is available, including laboratory and library studies.",0,NA,(to be arranged)
Civil and Environmental Engineering Courses | Michigan Engineering,CEE 921,Hydraulic and Hydrological Engineering Research,Assigned work in hydraulic and hydrological research; a wide range of matter and method permissible.,0,NA,permission of instructor.
Civil and Environmental Engineering Courses | Michigan Engineering,CEE 930,Construction Engineering Research,"Selected work from a wide range of construction engineering areas including planning, equipment, methods, estimating and costs.",0,NA,(to be arranged)
Civil and Environmental Engineering Courses | Michigan Engineering,CEE 946,Soil Mechanics Research,"Advanced problems in soil mechanics, foundations or underground construction, selected to provide the student with knowledge of recent application and development in engineering design and construction practice. Assigned problems must be carried to a stage of completion sufficient for a written report which will normally be required for credit.",0,NA,(to be arranged)
Civil and Environmental Engineering Courses | Michigan Engineering,CEE 950,Structural Materials Research,Topics dealing with mechanics and engineering of structural materials. Assigned reading and student reports.,0,NA,permission of instructor.
Civil and Environmental Engineering Courses | Michigan Engineering,CEE 970,Infrastructure Systems Engineering Research,"Advanced problems in infrastructure systems engineering; a wide range of subject matter and method is available, including field investigations, laboratory experimentation, library and public record searches, and engineering design work.",1,NA,permission of instructor.
Civil and Environmental Engineering Courses | Michigan Engineering,CEE 970,Infrastructure Systems Engineering Research,"Advanced problems in infrastructure systems engineering; a wide range of subject matter and method is available, including field investigations, laboratory experimentation, library and public record searches, and engineering design work.",1,NA,permission of instructor.
Civil and Environmental Engineering Courses | Michigan Engineering,CEE 980,Research in Environmental Engineering,"A research study of some problems relating to water resource development and water supply, waste treatment and pollution control or sanitation and environmental health; a wide range of both subject matter and method is available, including field investigations, laboratory experimentation, library and public record searches and engineering design work.",0,NA,permission of instructor.
Civil and Environmental Engineering Courses | Michigan Engineering,CEE 990,Dissertation/Pre-Candidate,"Dissertation work by doctoral student not admitted to status as candidate. The defense of the dissertation, that is, the final oral examination, must be held under a full-term candidacy enrollment.",1,NA,1-4 credits)
Civil and Environmental Engineering Courses | Michigan Engineering,CEE 995,Dissertation/Candidate,"Election for dissertation work by a doctoral student who has been admitted to candidate status. The defense of the dissertation, that is, the final oral examination, must be held under a full-term candidacy enrollment.",4,NA,Graduate School authorization for admission as a doctoral candidate.
